,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gra_x,gra_y,gra_z,att_yaw,att_pitch,att_roll,labelrunning,labelexercising,labeljogging,labelsitting
2018-06-13 18:34:56.297164032,-0.0017154,0.0020488000000000004,0.0019294,0.003941399999999999,-0.0037844,0.010551999999999999,30.671505800000002,4.8756662,-14.9599366,0.7311538000000001,0.0449984,-0.6807270000000001,-0.3401198,-0.045013599999999994,0.821099,0,0,0,1
2018-06-13 18:34:57.297164032,-0.001213,-0.00016519999999999984,0.0016795999999999998,0.0045924,-0.004005600000000001,0.0101946,30.592154000000004,4.920631200000001,-15.0544374,0.7310095999999999,0.044990599999999985,-0.6808824,-0.33891980000000005,-0.0450056,0.8208868,0,0,0,1
2018-06-13 18:34:58.297164032,0.0011042,-0.0018682,-0.0020207999999999997,0.0050016,-0.0040625999999999995,0.0110432,30.5385926,4.9351894,-15.0297548,0.7305696,0.04496819999999999,-0.6813558000000001,-0.3390538,-0.0449836,0.8202400000000001,0,0,0,1
2018-06-13 18:34:59.297164032,-0.0018404,-2.500000000000002e-05,0.0020192,0.004873799999999999,-0.0028824,0.009050200000000001,30.5979644,4.892177800000002,-15.039392,0.7307158,0.0447708,-0.681212,-0.3385228,-0.0447858,0.8204452,0,0,0,1
2018-06-13 18:35:00.297164032,0.000987,-5.6399999999999975e-05,0.0003388,0.0043268000000000004,-0.003566,0.0099176,30.610037200000004,4.9567342000000005,-14.9543396,0.7317753999999999,0.0446154,-0.6800833999999999,-0.3377366,-0.04463,0.8219944000000001,0,0,0,1
2018-06-13 18:35:01.297164032,-0.0047188,-0.0027614000000000002,0.0026916,0.0032775999999999994,-0.0025584,0.008473200000000002,30.550696000000002,4.992669,-15.004467800000002,0.7322871999999999,0.043806,-0.6795850000000001,-0.3316304,-0.043820000000000005,0.8227088,0,0,0,1
2018-06-13 18:35:02.297164032,0.0012420000000000005,-0.0030068,-0.001912,0.0036904000000000004,-0.0022154,0.009484200000000002,30.3867948,4.989545400000001,-14.933819799999998,0.7305994,0.044338999999999996,-0.6813651999999999,-0.333714,-0.0443534,0.8202531999999999,0,0,0,1
2018-06-13 18:35:03.297164032,8.6e-05,0.00010524999999999997,-0.001132,0.00343025,-0.00210925,0.0082075,30.651619,4.888519499999999,-14.959373499999998,0.7302814999999999,0.044433750000000015,-0.6817,-0.3343,-0.04444825,0.8197909999999999,0,0,0,1
2018-06-13 18:35:04.297164032,7.099999999999999e-05,-0.000625,-0.0003568,0.0028044000000000003,-0.003600400000000001,0.0085534,30.6408662,5.2053574000000005,-15.093133800000002,0.7299686000000001,0.044961400000000006,-0.6819998,-0.33607220000000004,-0.044976199999999994,0.8193577999999999,0,0,0,1
2018-06-13 18:35:05.297164032,0.0013977999999999998,-0.0003651999999999999,-0.0007816,0.0031634,-0.0016874000000000001,0.0082986,30.4148468,5.1241502,-15.031426800000002,0.7301588000000001,0.044302400000000006,-0.6818396,-0.3365778,-0.0443168,0.8196051999999999,0,0,0,1
2018-06-13 18:35:06.297164032,-0.0014636,0.0004172000000000001,0.0021192000000000003,0.0018166,-0.0018278,0.0074643999999999995,30.462826399999997,5.0909118,-15.050696,0.7309804,0.043569800000000006,-0.6810056,-0.335228,-0.0435838,0.8207766,0,0,0,1
2018-06-13 18:35:07.297164032,-0.0003778,0.0012932,-0.00012700000000000008,0.0024172000000000004,-0.0012976,0.0076414000000000004,30.421173,5.003205,-15.043932999999999,0.7320678,0.043423800000000005,-0.679846,-0.3340792,-0.0434376,0.8223678,0,0,0,1
2018-06-13 18:35:08.297164032,0.0017629999999999998,0.0018614,-0.0006616,0.0027140000000000003,-0.00042919999999999986,0.008424599999999999,30.482839799999997,4.9171330000000015,-14.966925,0.7333027999999999,0.043034399999999993,-0.6785383999999999,-0.3342834,-0.0430478,0.824168,0,0,0,1
2018-06-13 18:35:09.297164032,0.0013453999999999994,-0.0017994000000000005,-0.0011006000000000002,0.004521,-0.0002354,0.0092004,30.3329162,4.9466209999999995,-14.894696,0.7328628,0.043106600000000016,-0.6790094000000001,-0.3369164,-0.043120000000000006,0.823523,0,0,0,1
2018-06-13 18:35:10.297164032,-0.00010139999999999996,-0.005470599999999999,-0.0011029999999999998,0.0035154,-0.0017806000000000005,0.009063600000000002,30.1535522,4.937075599999999,-14.933343599999999,0.7311525999999999,0.043318,-0.6808348000000001,-0.33582740000000005,-0.043331600000000005,0.8210189999999999,0,0,0,1
2018-06-13 18:35:11.297164032,-4.719999999999998e-05,0.0024945999999999996,6.000000000000796e-07,0.004312600000000001,-0.0024471999999999996,0.0092144,30.320639,5.0956953999999985,-15.122864000000002,0.7294639999999999,0.043886800000000004,-0.682609,-0.33667420000000003,-0.043901,0.8185678000000001,0,0,0,1
2018-06-13 18:35:12.297164032,0.00046460000000000007,0.000285,-0.0010034,0.0040904,-0.0022854000000000004,0.0087006,30.208734000000003,5.061947399999998,-15.033184799999995,0.7305225999999999,0.0436582,-0.6814910000000001,-0.3368236,-0.0436718,0.8201088000000001,0,0,0,1
2018-06-13 18:35:13.297164032,-0.0015065999999999999,-0.0010618000000000003,0.0002122,0.0039762,-0.000839,0.0091488,30.293106000000005,4.979544799999998,-15.0489928,0.7299746,0.0437774,-0.6820706,-0.3375712,-0.043791199999999995,0.8193106,0,0,0,1
2018-06-13 18:35:14.297164032,-0.0007302000000000001,0.0007877999999999997,0.0011514,0.004203,-0.0017729999999999996,0.0100244,30.385125800000004,4.898887800000002,-15.008117800000004,0.7303031999999999,0.043389800000000006,-0.6817439999999999,-0.33630279999999996,-0.0434034,0.8197737999999999,0,0,0,1
2018-06-13 18:35:15.297164032,-0.0005268,-0.00010300000000000016,0.0012152,0.004364000000000001,-0.0010334,0.009628200000000002,30.441515999999996,4.986041999999999,-15.0448546,0.7300232,0.0434408,-0.68204,-0.33682660000000003,-0.0434544,0.8193657999999999,0,0,0,1
2018-06-13 18:35:16.297164032,0.0012506,0.0002636,-0.001035,0.004581,-0.0016219999999999993,0.0098142,30.412927399999997,5.048040000000001,-15.0543396,0.7300441999999999,0.043617199999999995,-0.6820064,-0.3376868,-0.043631,0.8194052,0,0,0,1
2018-06-13 18:35:17.297164032,-0.0012052000000000002,-1.4000000000000034e-05,0.001268,0.004765600000000001,-0.0015007999999999998,0.009527200000000001,30.4298858,5.0554666,-15.063256999999998,0.7302687999999999,0.0434382,-0.6817776,-0.337444,-0.04345159999999999,0.8197255999999999,0,0,0,1
2018-06-13 18:35:18.297164032,-0.0014704,3.5200000000000076e-05,-0.0009019999999999999,0.004492800000000001,-0.0009312,0.009627799999999999,30.38006,5.0575014000000005,-15.0373902,0.7304925999999999,0.043411600000000015,-0.6815394000000001,-0.33688920000000006,-0.0434252,0.820053,0,0,0,1
2018-06-13 18:35:19.297164032,0.0014060000000000001,-0.00043979999999999996,-0.001782,0.004451600000000001,-0.001355,0.0098464,30.260306000000003,4.921889599999999,-14.9824034,0.7303871999999999,0.043475200000000006,-0.6816482,-0.33762600000000004,-0.043488800000000015,0.8199014000000001,0,0,0,1
2018-06-13 18:35:20.297164032,-0.0024492,0.0023844,0.0015862,0.0040008000000000005,-0.0012178000000000002,0.009303,30.2563568,4.970936,-14.9826964,0.7305238000000001,0.0437106,-0.6814861999999999,-0.3386926,-0.0437246,0.8201132,0,0,0,1
2018-06-13 18:35:21.297164032,-0.00013499999999999995,-0.00034240000000000035,-0.0006756,0.004805800000000001,-0.0021768,0.0101842,30.2416566,4.8755942,-14.988983200000002,0.7322058000000001,0.04409280000000001,-0.6796542000000001,-0.3386413999999999,-0.0441068,0.8226026000000001,0,0,0,1
2018-06-13 18:35:22.297164032,0.0005052000000000001,-0.0009880000000000002,-3.3800000000000015e-05,0.0038404000000000003,-0.0023996,0.009343,30.1650636,4.9032918,-14.9705992,0.7318898,0.043726200000000014,-0.6800185999999999,-0.3379046,-0.0437404,0.8221198000000001,0,0,0,1
2018-06-13 18:35:23.297164032,0.0014731999999999998,-0.0014175999999999998,-0.0020437999999999997,0.004276200000000001,-0.0011674,0.008843799999999999,30.3294008,4.8682816,-15.0141236,0.7316978000000001,0.043303,-0.6802514000000001,-0.3379292,-0.0433168,0.8218184000000001,0,0,0,1
2018-06-13 18:35:24.297164032,-0.0014856,0.0002236,0.001527,0.0035399999999999997,-0.0018608000000000003,0.008605799999999999,30.3583006,4.843031999999999,-15.1292724,0.7317168000000001,0.043221599999999985,-0.6802366,-0.3377136000000001,-0.043235,0.8218424000000001,0,0,0,1
2018-06-13 18:35:25.297164032,-0.0008146000000000001,0.0020932,0.0012182000000000002,0.002892,-0.002062,0.008410999999999998,30.289794800000003,5.000791199999999,-15.090649599999999,0.7322122,0.0429402,-0.6797211999999999,-0.3364242,-0.0429534,0.8225578000000001,0,0,0,1
2018-06-13 18:35:26.297164032,0.0008183999999999999,-0.00035759999999999986,-0.0009526,0.0026116,-0.0013842000000000001,0.007954600000000001,30.2640626,4.910005199999999,-15.131182800000001,0.7320378000000001,0.042894,-0.6799118000000001,-0.3362232,-0.0429076,0.8222992000000001,0,0,0,1
2018-06-13 18:35:27.297164032,0.001615,0.0003474,-0.0019414000000000002,0.0033476,-0.0010478,0.007636799999999998,30.3126618,5.1016602,-14.9324708,0.7318482000000002,0.043278199999999996,-0.6800917999999999,-0.3390864,-0.0432916,0.8220381999999999,0,0,0,1
2018-06-13 18:35:28.297164032,-0.0014172,0.0005610000000000001,0.0006406000000000001,0.0023940000000000003,-0.0017598,0.0073146,30.3845092,5.0117676000000015,-14.8109926,0.7325704000000001,0.0433124,-0.679312,-0.3388868,-0.043325999999999996,0.8231018000000001,0,0,0,1
2018-06-13 18:35:29.297164032,0.00037575,-0.00059025,-0.00061775,0.00262425,-0.0007150000000000001,0.008034,30.171696,5.01417925,-14.9040835,0.732773,0.04360725,-0.6790737499999999,-0.33879925,-0.04362125,0.8234145,0,0,0,1
2018-06-13 18:35:30.297164032,0.00020940000000000005,0.0010276,0.00023820000000000004,0.002866,-0.0008213999999999999,0.00762,30.270917,5.0828924,-14.9286744,0.7327207999999998,0.0435798,-0.6791318000000001,-0.339069,-0.043593400000000004,0.8233360000000001,0,0,0,1
2018-06-13 18:35:31.297164032,0.0010186,8.479999999999989e-05,-0.0007202,0.0021694,-0.001538,0.007963600000000001,30.556448200000002,5.1245438,-14.979467999999999,0.7329869999999999,0.0434482,-0.6788527999999999,-0.3400688000000001,-0.0434614,0.8237224000000001,0,0,0,1
2018-06-13 18:35:32.297164032,-0.001384,0.001289,0.0027962,0.00278,-0.0017664000000000002,0.008313599999999999,30.4788542,4.9864006000000005,-15.0339356,0.7331085999999999,0.043401399999999986,-0.6787240000000001,-0.34000820000000004,-0.043414999999999995,0.8238998000000001,0,0,0,1
2018-06-13 18:35:33.297164032,-0.0006331999999999999,-0.0011036000000000002,0.00023640000000000005,0.0027554000000000003,-0.0022814000000000003,0.007900399999999998,30.6593656,5.0179360000000015,-15.049298199999999,0.7334321999999999,0.043355,-0.6783778,-0.3389324,-0.043369,0.8243742000000001,0,0,0,1
2018-06-13 18:35:34.297164032,0.0005484000000000003,0.0012922,-0.003321,0.0025144000000000004,-0.002434,0.0090886,30.6639038,5.243862,-14.9527162,0.7341827999999999,0.0446398,-0.6774814,-0.3395632000000001,-0.0446548,0.825543,0,0,0,1
2018-06-13 18:35:35.297164032,0.0019898,-0.0028984,-0.0019828,0.0031558000000000003,-0.0018398,0.0088042,30.738702399999998,5.1693072,-14.871441399999998,0.7340574000000001,0.045086,-0.6775878000000001,-0.34104579999999995,-0.045101199999999994,0.8253796,0,0,0,1
2018-06-13 18:35:36.297164032,-0.00018480000000000002,-0.0029982,0.0008080000000000003,0.0045774,-0.0013701999999999998,0.0096126,30.431692400000006,5.2318,-14.804425199999997,0.731635,0.0449094,-0.6802148000000001,-0.3423134,-0.04492480000000001,0.8218023999999999,0,0,0,1
2018-06-13 18:35:37.297164032,0.00023439999999999998,-0.0002934,-0.00015320000000000004,0.0038729999999999997,-0.0017629999999999998,0.0098164,30.7002378,5.1669784000000005,-14.952929600000001,0.731323,0.044270800000000006,-0.680593,-0.34156020000000004,-0.0442854,0.8213126000000001,0,0,0,1
