,timestamp,x,y,z
0,1528282412.731368,0.020521,0.058327,-0.026188999999999997
2,1528282412.751525,-0.020819,0.042043000000000004,0.013316
4,1528282412.771683,-0.013988999999999998,0.007047,0.00635
6,1528282412.79184,0.035375,0.016334,0.049423
7,1528282412.8119972,0.070989,0.01622,0.09231900000000001
8,1528282412.8321538,0.09797,0.018424,0.098842
9,1528282412.852311,0.086516,0.012152,0.088502
10,1528282412.872469,0.099199,-0.001505,0.048576
11,1528282412.892626,0.066122,-0.002254,0.034089999999999995
12,1528282412.912783,0.068453,-0.001039,0.031093
13,1528282412.93294,0.09765599999999999,0.021378,0.026312000000000002
14,1528282412.953097,0.087375,0.017936,0.0164
15,1528282412.973254,0.029636000000000003,-0.003229,0.00020800000000000001
16,1528282412.993412,0.022982,-0.008297,-0.052990999999999996
17,1528282413.0135689,0.048219,-0.001811,-0.046822
18,1528282413.033726,0.051599,-0.00223,-0.067058
19,1528282413.053883,0.043077,-0.029758,-0.035572
20,1528282413.0740411,0.049998,-0.042309,-0.06034199999999999
21,1528282413.094198,0.058195000000000004,-0.024023,-0.099236
22,1528282413.114355,0.08871699999999999,-0.019563999999999998,-0.1414
23,1528282413.134512,0.040527999999999995,-0.013466999999999998,-0.127164
24,1528282413.154669,0.030619,0.008034,-0.085465
25,1528282413.1748269,0.039304,-0.0019190000000000001,-0.090932
27,1528282413.194984,0.000101,0.016447,-0.0108
28,1528282413.215141,-0.057469000000000006,0.05295,0.035802
29,1528282413.2352982,-0.048750999999999996,0.071004,0.06777899999999999
30,1528282413.255455,0.050969,0.0013189999999999999,0.014901
31,1528282413.275613,-0.00412,0.050089999999999996,0.029539
32,1528282413.29577,-0.095699,0.093466,0.034339
33,1528282413.315927,-0.096204,0.03279,0.060036
34,1528282413.336084,-0.125944,0.121546,0.081709
35,1528282413.356241,-0.135572,0.141539,0.164623
36,1528282413.376399,-0.08734700000000001,0.066092,0.145066
37,1528282413.3965561,-0.060490999999999996,0.0068709999999999995,0.073989
38,1528282413.416713,0.031348,-0.00035299999999999996,0.053675
39,1528282413.4368699,-0.040805,-0.021278000000000002,0.04285
40,1528282413.457028,0.024203,-0.068772,0.094346
41,1528282413.477185,-0.024314,-0.076971,0.21093499999999998
42,1528282413.497342,-0.077388,-0.025053,0.172498
43,1528282413.517499,-0.054190999999999996,-0.023873,0.033206
44,1528282413.537656,0.008056,-0.062538,-0.061082000000000004
45,1528282413.5578141,-0.016694999999999998,-0.053875,0.015588999999999999
46,1528282413.577971,-0.058797,0.004236,0.157499
47,1528282413.5981278,-0.049738,0.025089,0.159958
48,1528282413.618285,-0.02251,-0.022262999999999998,0.10231900000000001
49,1528282413.638442,-0.024218,-0.06313200000000001,0.033832999999999995
50,1528282413.6586,0.018701,-0.046814999999999996,-0.075304
51,1528282413.678757,0.123019,-0.057727,-0.09136
52,1528282413.698914,0.073216,-0.10286,-0.016846
53,1528282413.7190711,-0.044842,-0.100781,0.003625
54,1528282413.739229,-0.044254,0.0006309999999999999,-0.059740999999999995
55,1528282413.7593858,0.040438,-0.03825,-0.153391
56,1528282413.779543,0.031087,-0.02195,-0.259232
57,1528282413.7997,-0.009319,0.034562,-0.31673
58,1528282413.8198571,-0.018071,0.054674,-0.301537
59,1528282413.840015,0.017087,0.006372,-0.245617
60,1528282413.860172,-0.046452,0.015465999999999999,-0.152842
61,1528282413.880329,-0.049282,0.03726,-0.050783999999999996
