,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,speed
31370,1.528913125628026e+18,1,0,0,0,1.9385419999999998
31380,1.528913125829598e+18,1,0,0,0,1.9385419999999998
31390,1.5289131260311698e+18,1,0,0,0,1.9385419999999998
31400,1.5289131262327416e+18,1,0,0,0,1.9385419999999998
31410,1.5289131264343137e+18,1,0,0,0,1.9385419999999998
31420,1.5289131266358853e+18,1,0,0,0,1.9455312763157893
31430,1.5289131268374572e+18,1,0,0,0,1.9525205526315788
31440,1.528913127039029e+18,1,0,0,0,1.9595098289473682
31450,1.5289131272406008e+18,1,0,0,0,1.9664991052631577
31460,1.528913127442173e+18,1,0,0,0,1.9734883815789472
31470,1.5289131276437445e+18,1,0,0,0,1.9804776578947367
31480,1.5289131278453164e+18,1,0,0,0,1.9874669342105262
31490,1.5289131280468882e+18,1,0,0,0,1.9944562105263155
31500,1.52891312824846e+18,1,0,0,0,2.001445486842105
31510,1.528913128450032e+18,1,0,0,0,2.0084347631578945
31520,1.5289131286516037e+18,1,0,0,0,2.015424039473684
31530,1.5289131288531756e+18,1,0,0,0,2.0224133157894735
31540,1.5289131290547474e+18,1,0,0,0,2.029402592105263
31550,1.5289131292563192e+18,1,0,0,0,2.0363918684210525
31560,1.528913129457891e+18,1,0,0,0,2.043381144736842
31570,1.528913129659463e+18,1,0,0,0,2.0503704210526315
31580,1.5289131298610348e+18,1,0,0,0,2.0573596973684207
31590,1.5289131300626066e+18,1,0,0,0,2.0643489736842104
31600,1.5289131302641784e+18,1,0,0,0,2.0713382499999997
31610,1.5289131304657505e+18,1,0,0,0,2.0783275263157894
31620,1.528913130667322e+18,1,0,0,0,2.0853168026315787
31630,1.528913130868894e+18,1,0,0,0,2.0923060789473684
31640,1.5289131310704658e+18,1,0,0,0,2.0992953552631577
31650,1.5289131312720376e+18,1,0,0,0,2.1062846315789474
31660,1.5289131314736097e+18,1,0,0,0,2.1132739078947367
31670,1.5289131316751813e+18,1,0,0,0,2.1202631842105264
31680,1.5289131318767532e+18,1,0,0,0,2.1272524605263157
31690,1.528913132078325e+18,1,0,0,0,2.1342417368421054
31700,1.5289131322798968e+18,1,0,0,0,2.1412310131578947
31710,1.528913132481469e+18,1,0,0,0,2.1482202894736844
31720,1.5289131326830405e+18,1,0,0,0,2.1552095657894736
31730,1.5289131328846124e+18,1,0,0,0,2.162198842105263
31740,1.5289131330861842e+18,1,0,0,0,2.1691881184210526
31750,1.528913133287756e+18,1,0,0,0,2.176177394736842
31760,1.528913133489328e+18,1,0,0,0,2.1831666710526316
31770,1.5289131336908997e+18,1,0,0,0,2.190155947368421
31780,1.5289131338924716e+18,1,0,0,0,2.1971452236842106
31790,1.5289131340940434e+18,1,0,0,0,2.2041345
31800,1.5289131342956152e+18,1,0,0,0,2.2111237763157896
31810,1.528913134497187e+18,1,0,0,0,2.218113052631579
31820,1.528913134698759e+18,1,0,0,0,2.2251023289473686
31830,1.5289131349003308e+18,1,0,0,0,2.232091605263158
31840,1.5289131351019026e+18,1,0,0,0,2.2390808815789476
31850,1.5289131353034744e+18,1,0,0,0,2.246070157894737
31860,1.5289131355050465e+18,1,0,0,0,2.2530594342105266
31870,1.528913135706618e+18,1,0,0,0,2.260048710526316
31880,1.52891313590819e+18,1,0,0,0,2.267037986842105
31890,1.5289131361097618e+18,1,0,0,0,2.274027263157895
31900,1.5289131363113336e+18,1,0,0,0,2.281016539473684
31910,1.5289131365129057e+18,1,0,0,0,2.288005815789474
31920,1.5289131367144773e+18,1,0,0,0,2.294995092105263
31930,1.5289131369160492e+18,1,0,0,0,2.301984368421053
31940,1.528913137117621e+18,1,0,0,0,2.308973644736842
31950,1.5289131373191928e+18,1,0,0,0,2.315962921052632
31960,1.528913137520765e+18,1,0,0,0,2.322952197368421
31970,1.5289131377223365e+18,1,0,0,0,2.329941473684211
31980,1.5289131379239084e+18,1,0,0,0,2.33693075
31990,1.5289131381254802e+18,1,0,0,0,2.3439200263157898
32000,1.528913138327052e+18,1,0,0,0,2.350909302631579
32010,1.528913138528624e+18,1,0,0,0,2.3578985789473688
32020,1.5289131387301957e+18,1,0,0,0,2.364887855263158
32030,1.5289131389317676e+18,1,0,0,0,2.3718771315789473
32040,1.5289131391333394e+18,1,0,0,0,2.378866407894737
32050,1.5289131393349112e+18,1,0,0,0,2.3858556842105263
32060,1.528913139536483e+18,1,0,0,0,2.392844960526316
32070,1.528913139738055e+18,1,0,0,0,2.3998342368421053
32080,1.5289131399396268e+18,1,0,0,0,2.406823513157895
32090,1.5289131401411986e+18,1,0,0,0,2.4138127894736843
32100,1.5289131403427704e+18,1,0,0,0,2.420802065789474
32110,1.5289131405443425e+18,1,0,0,0,2.4277913421052633
32120,1.528913140745914e+18,1,0,0,0,2.434780618421053
32130,1.528913140947486e+18,1,0,0,0,2.4417698947368423
32140,1.5289131411490578e+18,1,0,0,0,2.4487591710526315
32150,1.5289131413506296e+18,1,0,0,0,2.4557484473684212
32160,1.5289131415522017e+18,1,0,0,0,2.462737723684211
32170,1.5289131417537733e+18,1,0,0,0,2.4697270000000002
32180,1.5289131419553452e+18,1,0,0,0,2.4951312000000003
32190,1.528913142156917e+18,1,0,0,0,2.5205354
32200,1.5289131423584888e+18,1,0,0,0,2.5459396
32210,1.528913142560061e+18,1,0,0,0,2.5713437999999997
32220,1.5289131427616325e+18,1,0,0,0,2.596748
32230,1.5289131429632044e+18,1,0,0,0,2.5899905925925926
32240,1.5289131431647762e+18,1,0,0,0,2.583233185185185
32250,1.528913143366348e+18,1,0,0,0,2.5764757777777776
32260,1.52891314356792e+18,1,0,0,0,2.5697183703703703
32270,1.5289131437694917e+18,1,0,0,0,2.5629609629629626
32280,1.5289131439710636e+18,1,0,0,0,2.5562035555555553
32290,1.5289131441726354e+18,1,0,0,0,2.549446148148148
32300,1.5289131443742072e+18,1,0,0,0,2.542688740740741
32310,1.528913144575779e+18,1,0,0,0,2.535931333333333
32320,1.528913144777351e+18,1,0,0,0,2.529173925925926
32330,1.5289131449789228e+18,1,0,0,0,2.5224165185185186
32340,1.5289131451804946e+18,1,0,0,0,2.515659111111111
32350,1.5289131453820664e+18,1,0,0,0,2.5089017037037036
32360,1.5289131455836385e+18,1,0,0,0,2.5021442962962963
32370,1.52891314578521e+18,1,0,0,0,2.4953868888888886
32380,1.528913145986782e+18,1,0,0,0,2.4886294814814813
32390,1.5289131461883538e+18,1,0,0,0,2.481872074074074
32400,1.5289131463899256e+18,1,0,0,0,2.4751146666666664
32410,1.5289131465914977e+18,1,0,0,0,2.468357259259259
32420,1.5289131467930693e+18,1,0,0,0,2.461599851851852
32430,1.5289131469946412e+18,1,0,0,0,2.454842444444444
32440,1.528913147196213e+18,1,0,0,0,2.448085037037037
32450,1.5289131473977848e+18,1,0,0,0,2.4413276296296296
32460,1.528913147599357e+18,1,0,0,0,2.4345702222222223
32470,1.5289131478009285e+18,1,0,0,0,2.4278128148148146
32480,1.5289131480025004e+18,1,0,0,0,2.4210554074074073
32490,1.5289131482040722e+18,1,0,0,0,2.414298
32500,1.528913148405644e+18,1,0,0,0,2.4075405925925923
32510,1.528913148607216e+18,1,0,0,0,2.400783185185185
32520,1.5289131488087877e+18,1,0,0,0,2.394025777777778
32530,1.5289131490103596e+18,1,0,0,0,2.38726837037037
32540,1.5289131492119314e+18,1,0,0,0,2.380510962962963
32550,1.5289131494135032e+18,1,0,0,0,2.3737535555555556
32560,1.528913149615075e+18,1,0,0,0,2.3669961481481483
32570,1.528913149816647e+18,1,0,0,0,2.3602387407407406
32580,1.5289131500182188e+18,1,0,0,0,2.3534813333333333
32590,1.5289131502197906e+18,1,0,0,0,2.346723925925926
32600,1.5289131504213624e+18,1,0,0,0,2.3399665185185183
32610,1.5289131506229345e+18,1,0,0,0,2.333209111111111
32620,1.528913150824506e+18,1,0,0,0,2.326451703703704
32630,1.528913151026078e+18,1,0,0,0,2.319694296296296
32640,1.5289131512276498e+18,1,0,0,0,2.312936888888889
32650,1.5289131514292216e+18,1,0,0,0,2.3061794814814816
32660,1.5289131516307937e+18,1,0,0,0,2.299422074074074
32670,1.5289131518323653e+18,1,0,0,0,2.2926646666666666
32680,1.5289131520339372e+18,1,0,0,0,2.2859072592592593
32690,1.528913152235509e+18,1,0,0,0,2.2791498518518516
32700,1.5289131524370808e+18,1,0,0,0,2.2723924444444443
32710,1.528913152638653e+18,1,0,0,0,2.265635037037037
32720,1.5289131528402245e+18,1,0,0,0,2.25887762962963
32730,1.5289131530417964e+18,1,0,0,0,2.252120222222222
32740,1.5289131532433682e+18,1,0,0,0,2.245362814814815
32750,1.52891315344494e+18,1,0,0,0,2.2386054074074075
32760,1.528913153646512e+18,1,0,0,0,2.231848
32770,1.5289131538480837e+18,1,0,0,0,2.2250905925925926
32780,1.5289131540496556e+18,1,0,0,0,2.2183331851851853
32790,1.5289131542512274e+18,1,0,0,0,2.2115757777777776
32800,1.5289131544527992e+18,1,0,0,0,2.2048183703703703
32810,1.528913154654371e+18,1,0,0,0,2.198060962962963
32820,1.528913154855943e+18,1,0,0,0,2.191303555555556
32830,1.5289131550575148e+18,1,0,0,0,2.184546148148148
32840,1.5289131552590866e+18,1,0,0,0,2.177788740740741
32850,1.5289131554606584e+18,1,0,0,0,2.1710313333333335
32860,1.5289131556622305e+18,1,0,0,0,2.164273925925926
32870,1.528913155863802e+18,1,0,0,0,2.1575165185185186
32880,1.528913156065374e+18,1,0,0,0,2.1507591111111113
32890,1.5289131562669458e+18,1,0,0,0,2.1440017037037036
32900,1.5289131564685176e+18,1,0,0,0,2.1372442962962963
32910,1.5289131566700897e+18,1,0,0,0,2.130486888888889
32920,1.5289131568716613e+18,1,0,0,0,2.1237294814814813
32930,1.5289131570732332e+18,1,0,0,0,2.116972074074074
32940,1.528913157274805e+18,1,0,0,0,2.110214666666667
32950,1.5289131574763768e+18,1,0,0,0,2.103457259259259
32960,1.528913157677949e+18,1,0,0,0,2.096699851851852
32970,1.5289131578795205e+18,1,0,0,0,2.0899424444444445
32980,1.5289131580810924e+18,1,0,0,0,2.083185037037037
32990,1.5289131582826642e+18,1,0,0,0,2.0764276296296296
33000,1.528913158484236e+18,1,0,0,0,2.0696702222222223
33010,1.528913158685808e+18,1,0,0,0,2.0629128148148146
33020,1.5289131588873797e+18,1,0,0,0,2.0561554074074073
33030,1.5289131590889516e+18,1,0,0,0,2.049398
33040,1.5289131592905234e+18,1,0,0,0,2.0050006000000002
33050,1.5289131594920952e+18,1,0,0,0,1.9606032
33060,1.528913159693667e+18,1,0,0,0,1.9162058000000002
33070,1.528913159895239e+18,1,0,0,0,1.8718084000000001
33080,1.5289131600968108e+18,1,0,0,0,1.8274110000000001
33090,1.5289131602983826e+18,1,0,0,0,1.8181235211267608
33100,1.5289131604999544e+18,1,0,0,0,1.8088360422535212
33110,1.5289131607015265e+18,1,0,0,0,1.799548563380282
33120,1.528913160903098e+18,1,0,0,0,1.7902610845070424
33130,1.52891316110467e+18,1,0,0,0,1.780973605633803
33140,1.5289131613062418e+18,1,0,0,0,1.7716861267605635
33150,1.5289131615078136e+18,1,0,0,0,1.7623986478873241
33160,1.5289131617093857e+18,1,0,0,0,1.7531111690140846
33170,1.5289131619109573e+18,1,0,0,0,1.7438236901408453
33180,1.5289131621125292e+18,1,0,0,0,1.7345362112676057
33190,1.528913162314101e+18,1,0,0,0,1.7252487323943664
33200,1.5289131625156728e+18,1,0,0,0,1.7159612535211268
33210,1.528913162717245e+18,1,0,0,0,1.7066737746478875
33220,1.5289131629188165e+18,1,0,0,0,1.697386295774648
33230,1.5289131631203884e+18,1,0,0,0,1.6880988169014086
33240,1.5289131633219602e+18,1,0,0,0,1.678811338028169
33250,1.528913163523532e+18,1,0,0,0,1.6695238591549297
33260,1.528913163725104e+18,1,0,0,0,1.6602363802816902
33270,1.5289131639266757e+18,1,0,0,0,1.6509489014084509
33280,1.5289131641282476e+18,1,0,0,0,1.6416614225352113
33290,1.5289131643298194e+18,1,0,0,0,1.632373943661972
33300,1.5289131645313912e+18,1,0,0,0,1.6230864647887324
33310,1.528913164732963e+18,1,0,0,0,1.613798985915493
33320,1.528913164934535e+18,1,0,0,0,1.6045115070422535
33330,1.5289131651361068e+18,1,0,0,0,1.5952240281690142
33340,1.5289131653376786e+18,1,0,0,0,1.5859365492957747
33350,1.5289131655392504e+18,1,0,0,0,1.5766490704225353
33360,1.5289131657408225e+18,1,0,0,0,1.5673615915492958
33370,1.528913165942394e+18,1,0,0,0,1.5580741126760564
33380,1.528913166143966e+18,1,0,0,0,1.548786633802817
33390,1.5289131663455378e+18,1,0,0,0,1.5394991549295776
33400,1.5289131665471096e+18,1,0,0,0,1.530211676056338
33410,1.5289131667486817e+18,1,0,0,0,1.5209241971830987
33420,1.5289131669502533e+18,1,0,0,0,1.5116367183098591
33430,1.5289131671518252e+18,1,0,0,0,1.5023492394366198
33440,1.528913167353397e+18,1,0,0,0,1.4930617605633802
33450,1.5289131675549688e+18,1,0,0,0,1.483774281690141
33460,1.528913167756541e+18,1,0,0,0,1.4744868028169014
33470,1.5289131679581125e+18,1,0,0,0,1.465199323943662
33480,1.5289131681596844e+18,1,0,0,0,1.4559118450704225
33490,1.5289131683612562e+18,1,0,0,0,1.4466243661971832
33500,1.528913168562828e+18,1,0,0,0,1.4373368873239436
33510,1.5289131687644e+18,1,0,0,0,1.4280494084507043
33520,1.5289131689659717e+18,1,0,0,0,1.4187619295774647
33530,1.5289131691675436e+18,1,0,0,0,1.4094744507042254
33540,1.5289131693691154e+18,1,0,0,0,1.4001869718309858
33550,1.5289131695706872e+18,1,0,0,0,1.3908994929577465
33560,1.528913169772259e+18,1,0,0,0,1.381612014084507
33570,1.528913169973831e+18,1,0,0,0,1.3723245352112676
33580,1.5289131701754028e+18,1,0,0,0,1.3630370563380283
33590,1.5289131703769746e+18,1,0,0,0,1.3537495774647887
33600,1.5289131705785464e+18,1,0,0,0,1.3444620985915492
33610,1.5289131707801185e+18,1,0,0,0,1.3351746197183099
33620,1.52891317098169e+18,1,0,0,0,1.3258871408450705
33630,1.528913171183262e+18,1,0,0,0,1.316599661971831
33640,1.5289131713848338e+18,1,0,0,0,1.3073121830985914
33650,1.5289131715864056e+18,1,0,0,0,1.298024704225352
33660,1.5289131717879777e+18,1,0,0,0,1.2887372253521128
33670,1.5289131719895493e+18,1,0,0,0,1.2794497464788732
33680,1.5289131721911212e+18,1,0,0,0,1.2701622676056337
33690,1.528913172392693e+18,1,0,0,0,1.2608747887323943
33700,1.5289131725942648e+18,1,0,0,0,1.251587309859155
33710,1.528913172795837e+18,1,0,0,0,1.2422998309859155
33720,1.5289131729974085e+18,1,0,0,0,1.233012352112676
33730,1.5289131731989804e+18,1,0,0,0,1.2237248732394366
33740,1.5289131734005522e+18,1,0,0,0,1.2144373943661972
33750,1.528913173602124e+18,1,0,0,0,1.2051499154929577
33760,1.528913173803696e+18,1,0,0,0,1.1958624366197181
33770,1.5289131740052677e+18,1,0,0,0,1.1865749577464788
33780,1.5289131742068396e+18,1,0,0,0,1.1772874788732395
33790,1.5289131744084114e+18,1,0,0,0,1.168
33800,1.5289131746099832e+18,1,0,0,0,1.1778384
33810,1.528913174811555e+18,1,0,0,0,1.1876768
33820,1.528913175013127e+18,1,0,0,0,1.1975152
33830,1.5289131752146988e+18,1,0,0,0,1.2073536
33840,1.5289131754162706e+18,1,0,0,0,1.217192
33850,1.5289131756178424e+18,1,0,0,0,1.2695582
33860,1.5289131758194145e+18,1,0,0,0,1.3219244
33870,1.528913176020986e+18,1,0,0,0,1.3742906000000001
33880,1.528913176222558e+18,1,0,0,0,1.4266568
33890,1.5289131764241298e+18,1,0,0,0,1.479023
33900,1.5289131766257016e+18,1,0,0,0,1.4913160789473685
33910,1.5289131768272737e+18,1,0,0,0,1.5036091578947368
33920,1.5289131770288453e+18,1,0,0,0,1.5159022368421053
33930,1.5289131772304172e+18,1,0,0,0,1.5281953157894737
33940,1.528913177431989e+18,1,0,0,0,1.5404883947368422
33950,1.5289131776335608e+18,1,0,0,0,1.5527814736842105
33960,1.528913177835133e+18,1,0,0,0,1.565074552631579
33970,1.5289131780367045e+18,1,0,0,0,1.5773676315789473
33980,1.5289131782382764e+18,1,0,0,0,1.5896607105263159
33990,1.5289131784398482e+18,1,0,0,0,1.6019537894736842
34000,1.52891317864142e+18,1,0,0,0,1.6142468684210527
34010,1.528913178842992e+18,1,0,0,0,1.626539947368421
34020,1.5289131790445637e+18,1,0,0,0,1.6388330263157895
34030,1.5289131792461356e+18,1,0,0,0,1.6511261052631578
34040,1.5289131794477074e+18,1,0,0,0,1.6634191842105264
34050,1.5289131796492792e+18,1,0,0,0,1.6757122631578947
34060,1.528913179850851e+18,1,0,0,0,1.6880053421052632
34070,1.528913180052423e+18,1,0,0,0,1.7002984210526315
34080,1.5289131802539948e+18,1,0,0,0,1.7125915
34090,1.5289131804555666e+18,1,0,0,0,1.7248845789473684
34100,1.5289131806571384e+18,1,0,0,0,1.7371776578947369
34110,1.5289131808587105e+18,1,0,0,0,1.7494707368421052
34120,1.528913181060282e+18,1,0,0,0,1.7617638157894737
34130,1.528913181261854e+18,1,0,0,0,1.7740568947368422
34140,1.5289131814634258e+18,1,0,0,0,1.7863499736842106
34150,1.5289131816649976e+18,1,0,0,0,1.7986430526315789
34160,1.5289131818665697e+18,1,0,0,0,1.8109361315789474
34170,1.5289131820681413e+18,1,0,0,0,1.823229210526316
34180,1.5289131822697132e+18,1,0,0,0,1.8355222894736842
34190,1.528913182471285e+18,1,0,0,0,1.8478153684210525
34200,1.5289131826728568e+18,1,0,0,0,1.860108447368421
34210,1.528913182874429e+18,1,0,0,0,1.8724015263157896
34220,1.5289131830760005e+18,1,0,0,0,1.884694605263158
34230,1.5289131832775724e+18,1,0,0,0,1.8969876842105262
34240,1.5289131834791442e+18,1,0,0,0,1.9092807631578947
34250,1.528913183680716e+18,1,0,0,0,1.9215738421052633
34260,1.528913183882288e+18,1,0,0,0,1.9338669210526316
34270,1.5289131840838597e+18,1,0,0,0,1.94616
34280,1.5289131842854316e+18,1,0,0,0,1.9584530789473684
34290,1.5289131844870034e+18,1,0,0,0,1.970746157894737
34300,1.5289131846885752e+18,1,0,0,0,1.9830392368421053
34310,1.528913184890147e+18,1,0,0,0,1.9953323157894736
34320,1.528913185091719e+18,1,0,0,0,2.0076253947368423
34330,1.5289131852932908e+18,1,0,0,0,2.0199184736842106
34340,1.5289131854948626e+18,1,0,0,0,2.032211552631579
34350,1.5289131856964344e+18,1,0,0,0,2.0445046315789472
34360,1.5289131858980065e+18,1,0,0,0,2.0567977105263155
34370,1.528913186099578e+18,1,0,0,0,2.0690907894736843
34380,1.52891318630115e+18,1,0,0,0,2.0813838684210526
34390,1.5289131865027218e+18,1,0,0,0,2.0936769473684214
34400,1.5289131867042936e+18,1,0,0,0,2.1059700263157897
34410,1.5289131869058657e+18,1,0,0,0,2.118263105263158
34420,1.5289131871074373e+18,1,0,0,0,2.1305561842105263
34430,1.5289131873090092e+18,1,0,0,0,2.1428492631578946
34440,1.528913187510581e+18,1,0,0,0,2.1551423421052633
34450,1.5289131877121528e+18,1,0,0,0,2.1674354210526316
34460,1.528913187913725e+18,1,0,0,0,2.1797285
34470,1.5289131881152965e+18,1,0,0,0,2.1920215789473687
34480,1.5289131883168684e+18,1,0,0,0,2.204314657894737
34490,1.5289131885184402e+18,1,0,0,0,2.2166077368421053
34500,1.528913188720012e+18,1,0,0,0,2.2289008157894736
34510,1.528913188921584e+18,1,0,0,0,2.241193894736842
34520,1.5289131891231557e+18,1,0,0,0,2.2534869736842107
34530,1.5289131893247276e+18,1,0,0,0,2.265780052631579
34540,1.5289131895262994e+18,1,0,0,0,2.2780731315789473
34550,1.5289131897278712e+18,1,0,0,0,2.290366210526316
34560,1.528913189929443e+18,1,0,0,0,2.3026592894736844
34570,1.528913190131015e+18,1,0,0,0,2.3149523684210527
34580,1.5289131903325868e+18,1,0,0,0,2.327245447368421
34590,1.5289131905341586e+18,1,0,0,0,2.3395385263157893
34600,1.5289131907357304e+18,1,0,0,0,2.351831605263158
34610,1.5289131909373025e+18,1,0,0,0,2.3641246842105264
34620,1.528913191138874e+18,1,0,0,0,2.3764177631578947
34630,1.528913191340446e+18,1,0,0,0,2.3887108421052634
34640,1.5289131915420178e+18,1,0,0,0,2.4010039210526317
34650,1.5289131917435896e+18,1,0,0,0,2.413297
34660,1.5289131919451617e+18,1,0,0,0,2.405571
34670,1.5289131921467333e+18,1,0,0,0,2.3978450000000002
34680,1.5289131923483052e+18,1,0,0,0,2.390119
34690,1.528913192549877e+18,1,0,0,0,2.382393
34700,1.5289131927514488e+18,1,0,0,0,2.374667
34710,1.528913192953021e+18,1,0,0,0,2.366941
34720,1.5289131931545925e+18,1,0,0,0,2.359215
34730,1.5289131933561644e+18,1,0,0,0,2.351489
34740,1.5289131935577362e+18,1,0,0,0,2.343763
34750,1.528913193759308e+18,1,0,0,0,2.336037
34760,1.52891319396088e+18,1,0,0,0,2.3283110000000002
34770,1.5289131941624517e+18,1,0,0,0,2.320585
34780,1.5289131943640236e+18,1,0,0,0,2.312859
34790,1.5289131945655954e+18,1,0,0,0,2.305133
34800,1.5289131947671672e+18,1,0,0,0,2.297407
34810,1.528913194968739e+18,1,0,0,0,2.289681
34820,1.528913195170311e+18,1,0,0,0,2.281955
34830,1.5289131953718828e+18,1,0,0,0,2.274229
34840,1.5289131955734546e+18,1,0,0,0,2.266503
34850,1.5289131957750264e+18,1,0,0,0,2.258777
34860,1.5289131959765985e+18,1,0,0,0,2.251051
34870,1.52891319617817e+18,1,0,0,0,2.243325
34880,1.528913196379742e+18,1,0,0,0,2.235599
34890,1.5289131965813138e+18,1,0,0,0,2.2278729999999998
34900,1.5289131967828856e+18,1,0,0,0,2.220147
34910,1.5289131969844577e+18,1,0,0,0,2.212421
34920,1.5289131971860293e+18,1,0,0,0,2.204695
34930,1.5289131973876012e+18,1,0,0,0,2.196969
34940,1.528913197589173e+18,1,0,0,0,2.189243
34950,1.5289131977907448e+18,1,0,0,0,2.181517
34960,1.528913197992317e+18,1,0,0,0,2.173791
34970,1.5289131981938885e+18,1,0,0,0,2.166065
34980,1.5289131983954604e+18,1,0,0,0,2.158339
34990,1.5289131985970322e+18,1,0,0,0,2.150613
35000,1.528913198798604e+18,1,0,0,0,2.142887
35010,1.528913199000176e+18,1,0,0,0,2.135161
35020,1.5289131992017477e+18,1,0,0,0,2.127435
35030,1.5289131994033196e+18,1,0,0,0,2.119709
35040,1.5289131996048914e+18,1,0,0,0,2.111983
35050,1.5289131998064632e+18,1,0,0,0,2.104257
35060,1.528913200008035e+18,1,0,0,0,2.096531
35070,1.528913200209607e+18,1,0,0,0,2.088805
35080,1.5289132004111788e+18,1,0,0,0,2.081079
35090,1.5289132006127506e+18,1,0,0,0,2.073353
35100,1.5289132008143224e+18,1,0,0,0,2.065627
35110,1.5289132010158945e+18,1,0,0,0,2.057901
35120,1.528913201217466e+18,1,0,0,0,2.050175
35130,1.528913201419038e+18,1,0,0,0,2.042449
35140,1.5289132016206098e+18,1,0,0,0,2.034723
35150,1.5289132018221816e+18,1,0,0,0,2.026997
35160,1.5289132020237537e+18,1,0,0,0,2.019271
35170,1.5289132022253253e+18,1,0,0,0,2.011545
35180,1.5289132024268972e+18,1,0,0,0,2.003819
35190,1.528913202628469e+18,1,0,0,0,1.996093
35200,1.5289132028300408e+18,1,0,0,0,1.988367
35210,1.528913203031613e+18,1,0,0,0,1.9806409999999999
35220,1.5289132032331845e+18,1,0,0,0,1.972915
35230,1.5289132034347564e+18,1,0,0,0,1.965189
35240,1.5289132036363282e+18,1,0,0,0,1.957463
35250,1.5289132038379e+18,1,0,0,0,1.9497369999999998
35260,1.528913204039472e+18,1,0,0,0,1.942011
35270,1.5289132042410437e+18,1,0,0,0,1.934285
35280,1.5289132044426156e+18,1,0,0,0,1.926559
35290,1.5289132046441874e+18,1,0,0,0,1.918833
35300,1.5289132048457592e+18,1,0,0,0,1.911107
35310,1.528913205047331e+18,1,0,0,0,1.903381
35320,1.528913205248903e+18,1,0,0,0,1.895655
35330,1.5289132054504748e+18,1,0,0,0,1.887929
35340,1.5289132056520466e+18,1,0,0,0,1.8802029999999998
35350,1.5289132058536184e+18,1,0,0,0,1.872477
35360,1.5289132060551905e+18,1,0,0,0,1.864751
35370,1.528913206256762e+18,1,0,0,0,1.857025
35380,1.528913206458334e+18,1,0,0,0,1.8492989999999998
35390,1.5289132066599058e+18,1,0,0,0,1.841573
35400,1.5289132068614776e+18,1,0,0,0,1.833847
35410,1.5289132070630497e+18,1,0,0,0,1.826121
35420,1.5289132072646213e+18,1,0,0,0,1.818395
35430,1.5289132074661932e+18,1,0,0,0,1.8106689999999999
35440,1.528913207667765e+18,1,0,0,0,1.802943
35450,1.5289132078693368e+18,1,0,0,0,1.795217
35460,1.528913208070909e+18,1,0,0,0,1.787491
35470,1.5289132082724805e+18,1,0,0,0,1.7820445999999999
35480,1.5289132084740524e+18,1,0,0,0,1.7765982
35490,1.5289132086756242e+18,1,0,0,0,1.7711518
35500,1.528913208877196e+18,1,0,0,0,1.7657054
35510,1.528913209078768e+18,1,0,0,0,1.760259
35520,1.5289132092803397e+18,1,0,0,0,1.7646718289473684
35530,1.5289132094819116e+18,1,0,0,0,1.7690846578947368
35540,1.5289132096834834e+18,1,0,0,0,1.7734974868421052
35550,1.5289132098850552e+18,1,0,0,0,1.7779103157894738
35560,1.528913210086627e+18,1,0,0,0,1.7823231447368422
35570,1.528913210288199e+18,1,0,0,0,1.7867359736842106
35580,1.5289132104897708e+18,1,0,0,0,1.791148802631579
35590,1.5289132106913426e+18,1,0,0,0,1.7955616315789473
35600,1.5289132108929144e+18,1,0,0,0,1.7999744605263157
35610,1.5289132110944865e+18,1,0,0,0,1.8043872894736843
35620,1.528913211296058e+18,1,0,0,0,1.8088001184210527
35630,1.52891321149763e+18,1,0,0,0,1.813212947368421
35640,1.5289132116992018e+18,1,0,0,0,1.8176257763157895
35650,1.5289132119007736e+18,1,0,0,0,1.8220386052631579
35660,1.5289132121023457e+18,1,0,0,0,1.8264514342105262
35670,1.5289132123039173e+18,1,0,0,0,1.8308642631578946
35680,1.5289132125054892e+18,1,0,0,0,1.8352770921052632
35690,1.528913212707061e+18,1,0,0,0,1.8396899210526316
35700,1.5289132129086328e+18,1,0,0,0,1.84410275
35710,1.528913213110205e+18,1,0,0,0,1.8485155789473684
35720,1.5289132133117765e+18,1,0,0,0,1.8529284078947368
35730,1.5289132135133484e+18,1,0,0,0,1.8573412368421052
35740,1.5289132137149202e+18,1,0,0,0,1.8617540657894738
35750,1.528913213916492e+18,1,0,0,0,1.8661668947368422
35760,1.528913214118064e+18,1,0,0,0,1.8705797236842105
35770,1.5289132143196357e+18,1,0,0,0,1.874992552631579
35780,1.5289132145212076e+18,1,0,0,0,1.8794053815789473
35790,1.5289132147227794e+18,1,0,0,0,1.8838182105263157
35800,1.5289132149243512e+18,1,0,0,0,1.888231039473684
35810,1.528913215125923e+18,1,0,0,0,1.8926438684210527
35820,1.528913215327495e+18,1,0,0,0,1.897056697368421
35830,1.5289132155290668e+18,1,0,0,0,1.9014695263157895
35840,1.5289132157306386e+18,1,0,0,0,1.9058823552631579
35850,1.5289132159322104e+18,1,0,0,0,1.9102951842105262
35860,1.5289132161337825e+18,1,0,0,0,1.9147080131578949
35870,1.528913216335354e+18,1,0,0,0,1.9191208421052632
35880,1.528913216536926e+18,1,0,0,0,1.9235336710526316
35890,1.5289132167384978e+18,1,0,0,0,1.9279465
35900,1.5289132169400696e+18,1,0,0,0,1.9323593289473684
35910,1.5289132171416417e+18,1,0,0,0,1.9367721578947368
35920,1.5289132173432133e+18,1,0,0,0,1.9411849868421052
