,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
2340,1.5289125404649746e+18,1,0,0,0,0.198721,0.967593,-0.155804
2350,1.5289125406665464e+18,1,0,0,0,0.10604100000000001,0.9943040000000001,0.010761
2360,1.5289125408681185e+18,1,0,0,0,-0.23703600000000002,0.9597100000000001,0.150901
2370,1.52891254106969e+18,1,0,0,0,0.45964700000000003,0.883208,-0.09310299999999999
2380,1.528912541271262e+18,1,0,0,0,0.320133,0.930918,-0.175803
2390,1.5289125414728338e+18,1,0,0,0,-0.001551,0.9757319999999999,0.21896300000000002
2400,1.5289125416744056e+18,1,0,0,0,-0.29229099999999997,0.951059,0.100268
2410,1.5289125418759777e+18,1,0,0,0,0.327739,0.9344870000000001,-0.139004
2420,1.5289125420775493e+18,1,0,0,0,0.21134299999999998,0.976504,-0.042105000000000004
2430,1.5289125422791212e+18,1,0,0,0,-0.096853,0.95401,0.283697
2440,1.528912542480693e+18,1,0,0,0,-0.018973,0.9996700000000001,-0.017315999999999998
2450,1.5289125426822648e+18,1,0,0,0,0.278175,0.947592,-0.157123
2460,1.528912542883837e+18,1,0,0,0,0.29337399999999997,0.955617,0.026964
2470,1.5289125430854085e+18,1,0,0,0,-0.21413600000000002,0.9419280000000001,0.258681
2480,1.5289125432869804e+18,1,0,0,0,0.295852,0.9542700000000001,0.042892
2490,1.5289125434885522e+18,1,0,0,0,0.234342,0.9596180000000001,-0.155619
2500,1.528912543690124e+18,1,0,0,0,0.169149,0.9833299999999999,0.066713
2510,1.528912543891696e+18,1,0,0,0,-0.21812399999999998,0.9633290000000001,0.15626199999999998
2520,1.5289125440932677e+18,1,0,0,0,0.376854,0.925601,-0.035263
2530,1.5289125442948396e+18,1,0,0,0,0.14082999999999998,0.985841,-0.091014
2540,1.5289125444964114e+18,1,0,0,0,0.0037479999999999996,0.9828379999999999,0.18443199999999998
2550,1.5289125446979832e+18,1,0,0,0,-0.201023,0.974331,0.10133400000000001
2560,1.528912544899555e+18,1,0,0,0,0.39621300000000004,0.911221,-0.11265599999999999
2570,1.528912545101127e+18,1,0,0,0,0.19756600000000002,0.976748,-0.083248
2580,1.5289125453026988e+18,1,0,0,0,-0.047887,0.963601,0.263022
2590,1.5289125455042706e+18,1,0,0,0,-0.007883,0.999281,-0.037061000000000004
2600,1.5289125457058424e+18,1,0,0,0,0.30613,0.9355319999999999,-0.176252
2610,1.5289125459074145e+18,1,0,0,0,0.385896,0.921691,0.039617
2620,1.528912546108986e+18,1,0,0,0,-0.123626,0.9627819999999999,0.24035
2630,1.528912546310558e+18,1,0,0,0,0.313125,0.949332,0.026844
2640,1.5289125465121298e+18,1,0,0,0,0.189246,0.966091,-0.175654
2650,1.5289125467137016e+18,1,0,0,0,0.154058,0.984591,0.082738
2660,1.5289125469152737e+18,1,0,0,0,-0.22849899999999998,0.959155,0.166762
2670,1.5289125471168453e+18,1,0,0,0,0.409111,0.908724,-0.082751
2680,1.5289125473184172e+18,1,0,0,0,0.128153,0.974577,-0.183783
2690,1.528912547519989e+18,1,0,0,0,-0.044211,0.97124,0.233963
2700,1.5289125477215608e+18,1,0,0,0,-0.15828499999999998,0.985524,0.060728
2710,1.528912547923133e+18,1,0,0,0,0.3402,0.9270729999999999,-0.15748
2720,1.5289125481247045e+18,1,0,0,0,0.27306199999999997,0.9597889999999999,-0.06512899999999999
2730,1.5289125483262764e+18,1,0,0,0,-0.117584,0.945577,0.303411
2740,1.5289125485278482e+18,1,0,0,0,0.255215,0.9668329999999999,0.009968000000000001
2750,1.52891254872942e+18,1,0,0,0,0.28720500000000004,0.9506760000000001,-0.11716800000000001
2760,1.528912548930992e+18,1,0,0,0,0.157773,0.983677,0.086534
2770,1.5289125491325637e+18,1,0,0,0,-0.23722800000000002,0.958037,0.16089900000000001
2780,1.5289125493341356e+18,1,0,0,0,-0.05193600000000001,0.9579880000000001,-0.04660249999999999
2790,1.5289125495357074e+18,1,0,0,0,0.133356,0.957939,-0.254104
2800,1.5289125497372792e+18,1,0,0,0,0.038504000000000004,0.984107,0.173353
2810,1.528912549938851e+18,1,0,0,0,-0.224356,0.9705600000000001,0.087616
2820,1.528912550140423e+18,1,0,0,0,0.382522,0.912159,-0.14711400000000002
2830,1.5289125503419948e+18,1,0,0,0,0.168266,0.929832,0.08465099999999998
2840,1.5289125505435666e+18,1,0,0,0,-0.045989999999999996,0.9475049999999999,0.316416
2850,1.5289125507451384e+18,1,0,0,0,-0.001639,0.9993639999999999,0.035605
2860,1.5289125509467105e+18,1,0,0,0,0.30078,0.94371,-0.137629
2870,1.528912551148282e+18,1,0,0,0,0.280794,0.95534,0.092092
2880,1.528912551349854e+18,1,0,0,0,-0.182951,0.9565899999999999,0.226856
2890,1.5289125515514258e+18,1,0,0,0,0.375863,0.926557,0.014774
2900,1.5289125517529976e+18,1,0,0,0,0.207862,0.966939,-0.147724
2910,1.5289125519545697e+18,1,0,0,0,0.098709,0.9866860000000001,0.129251
2920,1.5289125521561413e+18,1,0,0,0,-0.157632,0.976039,0.150001
2930,1.5289125523577132e+18,1,0,0,0,0.457608,0.8813030000000001,-0.117897
2940,1.528912552559285e+18,1,0,0,0,0.155525,0.9703360000000001,-0.185092
2950,1.5289125527608568e+18,1,0,0,0,-0.008747,0.972891,0.231096
2960,1.528912552962429e+18,1,0,0,0,-0.082676,0.9964940000000001,0.012825999999999999
2970,1.5289125531640005e+18,1,0,0,0,0.382004,0.907699,-0.17365
2980,1.5289125533655724e+18,1,0,0,0,0.28034699999999996,0.958082,-0.059019
2990,1.5289125535671442e+18,1,0,0,0,-0.116007,0.949124,0.292756
3000,1.528912553768716e+18,1,0,0,0,0.224423,0.9732959999999999,-0.048264
3010,1.528912553970288e+18,1,0,0,0,0.308525,0.937083,-0.16336099999999998
3020,1.5289125541718597e+18,1,0,0,0,0.246042,0.9680860000000001,0.047671
3030,1.5289125543734316e+18,1,0,0,0,-0.202631,0.958169,0.202121
3040,1.5289125545750034e+18,1,0,0,0,0.365398,0.930371,0.0299
3050,1.5289125547765752e+18,1,0,0,0,0.198017,0.960449,-0.195772
3060,1.528912554978147e+18,1,0,0,0,0.126366,0.9872569999999999,0.09672
3070,1.528912555179719e+18,1,0,0,0,-0.21593,0.9673129999999999,0.13296
3080,1.5289125553812908e+18,1,0,0,0,0.426092,0.899049,-0.10078
3090,1.5289125555828626e+18,1,0,0,0,0.245061,0.958266,-0.14721099999999998
3100,1.5289125557844344e+18,1,0,0,0,-0.00992,0.96134,0.275183
3110,1.5289125559860065e+18,1,0,0,0,-0.025064,0.999684,0.0016710000000000002
3120,1.528912556187578e+18,1,0,0,0,0.390892,0.892963,-0.22320500000000001
3130,1.52891255638915e+18,1,0,0,0,0.273056,0.961251,-0.037906
3140,1.5289125565907218e+18,1,0,0,0,-0.090588,0.9616709999999999,0.25881
3150,1.5289125567922936e+18,1,0,0,0,0.160297,0.986711,-0.026577999999999997
3160,1.5289125569938657e+18,1,0,0,0,0.296148,0.941652,-0.15996400000000002
3170,1.5289125571954373e+18,1,0,0,0,0.280944,0.958016,0.05723200000000001
3180,1.5289125573970092e+18,1,0,0,0,-0.14216600000000001,0.963751,0.225771
3190,1.528912557598581e+18,1,0,0,0,0.381355,0.924183,-0.021315999999999998
3200,1.5289125578001528e+18,1,0,0,0,0.153721,0.9609059999999999,-0.230283
3210,1.528912558001725e+18,1,0,0,0,0.127898,0.990799,0.04426
3220,1.5289125582032965e+18,1,0,0,0,-0.182758,0.978823,0.09222899999999999
3230,1.5289125584048684e+18,1,0,0,0,0.383135,0.904301,-0.188275
3240,1.5289125586064402e+18,1,0,0,0,0.133,0.9693799999999999,-0.20643000000000009
3250,1.528912558808012e+18,1,0,0,0,0.058551,0.980932,0.18532200000000001
3260,1.528912559009584e+18,1,0,0,0,-0.014251,0.9997299999999999,0.018313
