,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
1120,1.52891251587321e+18,1,0,0,0,-0.695242,-0.261587,0.567975
1130,1.528912516074782e+18,1,0,0,0,-0.19064,-0.99928,0.482545
1140,1.5289125162763538e+18,1,0,0,0,1.2026350000000001,0.256771,-0.401225
1150,1.5289125164779256e+18,1,0,0,0,0.617729,-0.7021390000000001,-0.247558
1160,1.5289125166794977e+18,1,0,0,0,-0.545146,-0.9304870000000001,0.58214
1170,1.5289125168810693e+18,1,0,0,0,-0.6417970000000001,-0.24016500000000002,0.45486099999999996
1180,1.5289125170826412e+18,1,0,0,0,0.7304579999999999,-1.065212,-1.067228
1190,1.528912517284213e+18,1,0,0,0,1.006569,5.437831,0.8669819999999999
1200,1.5289125174857848e+18,1,0,0,0,-0.04155500000000001,4.2520425,0.9184984999999999
1210,1.528912517687357e+18,1,0,0,0,-1.089679,3.0662540000000003,0.970015
1220,1.5289125178889285e+18,1,0,0,0,0.479778,-1.224408,-0.351099
1230,1.5289125180905004e+18,1,0,0,0,-0.660501,0.389281,-0.393636
1240,1.5289125182920722e+18,1,0,0,0,-0.049138,-1.183296,0.48990500000000003
1250,1.528912518493644e+18,1,0,0,0,0.20674399999999998,-1.185846,0.12194750000000004
1260,1.528912518695216e+18,1,0,0,0,0.46262600000000004,-1.188396,-0.24600999999999998
1270,1.5289125188967877e+18,1,0,0,0,-0.7052510000000001,-0.149044,0.47750299999999996
1280,1.5289125190983596e+18,1,0,0,0,-0.144396,-0.890036,-0.21725300000000008
1290,1.5289125192999314e+18,1,0,0,0,1.420267,0.67319,-1.279466
1300,1.5289125195015032e+18,1,0,0,0,1.056437,0.10868499999999999,-0.21570300000000006
1310,1.528912519703075e+18,1,0,0,0,-0.627175,-0.800077,0.558596
1320,1.528912519904647e+18,1,0,0,0,-0.324114,-0.6730010000000001,0.34441900000000003
1330,1.5289125201062188e+18,1,0,0,0,0.8629209999999999,-0.807229,-1.525833
1340,1.5289125203077906e+18,1,0,0,0,1.0686440000000001,3.3929089999999995,1.408692
1350,1.5289125205093624e+18,1,0,0,0,-0.289734,-1.105061,0.374848
1360,1.5289125207109345e+18,1,0,0,0,-1.163672,1.373659,0.51449
1370,1.528912520912506e+18,1,0,0,0,0.586022,-0.983505,-0.39460700000000004
1380,1.528912521114078e+18,1,0,0,0,-0.356005,4.053178,-0.762942
1390,1.5289125213156498e+18,1,0,0,0,-0.21829400000000002,-1.246574,-0.225244
1400,1.5289125215172216e+18,1,0,0,0,0.230159,1.4241979999999999,0.162115
1410,1.5289125217187937e+18,1,0,0,0,0.475999,-1.125426,-0.17774
1420,1.5289125219203653e+18,1,0,0,0,-0.857441,1.315398,-1.599586
1430,1.5289125221219372e+18,1,0,0,0,-0.189584,-1.278235,0.402711
1440,1.528912522323509e+18,1,0,0,0,0.813662,1.354959,0.4492890000000001
1450,1.5289125225250808e+18,1,0,0,0,0.401339,-1.159516,-0.14623699999999998
1460,1.528912522726653e+18,1,0,0,0,-0.28834899999999997,0.338752,0.298534
1470,1.5289125229282245e+18,1,0,0,0,0.009215000000000001,-1.124735,0.519863
1480,1.5289125231297964e+18,1,0,0,0,1.7896419999999995,-0.027870999999999996,-3.847808
1490,1.5289125233313682e+18,1,0,0,0,0.414149,-0.9914360000000001,-0.111175
1500,1.52891252353294e+18,1,0,0,0,-0.818099,-0.39825,0.288731
1510,1.528912523734512e+18,1,0,0,0,-0.126467,-0.788695,0.255276
1520,1.5289125239360837e+18,1,0,0,0,1.1509610000000001,0.353071,0.031914
1530,1.5289125241376556e+18,1,0,0,0,0.9798950000000001,-0.170374,-0.07324
1540,1.5289125243392274e+18,1,0,0,0,-0.508792,-0.9590790000000001,0.490695
1550,1.5289125245407992e+18,1,0,0,0,-0.724038,-0.029881,0.31245900000000004
1560,1.528912524742371e+18,1,0,0,0,0.750645,-0.858931,-0.743275
1570,1.528912524943943e+18,1,0,0,0,1.610235,3.78422,2.159561
1580,1.5289125251455148e+18,1,0,0,0,-0.323325,-1.05426,0.538851
1590,1.5289125253470866e+18,1,0,0,0,-1.170988,2.5224159999999998,0.942207
1600,1.5289125255486584e+18,1,0,0,0,0.46418400000000004,-1.014178,-0.249665
1610,1.5289125257502305e+18,1,0,0,0,-0.115775,3.580798,-1.419238
1620,1.528912525951802e+18,1,0,0,0,-0.26881,-1.110293,0.464871
1630,1.528912526153374e+18,1,0,0,0,-0.376688,3.556345,0.661617
1640,1.5289125263549458e+18,1,0,0,0,0.535899,-1.129556,-0.20930500000000002
1650,1.5289125265565176e+18,1,0,0,0,-0.681864,0.5700350000000001,-0.057877
1660,1.5289125267580897e+18,1,0,0,0,0.203175,-1.273426,0.537118
1670,1.5289125269596613e+18,1,0,0,0,0.425008,1.392681,0.417479
1680,1.5289125271612332e+18,1,0,0,0,0.48502,-1.136155,-0.062229
1690,1.528912527362805e+18,1,0,0,0,-0.567185,0.35546500000000003,0.336919
1700,1.5289125275643768e+18,1,0,0,0,-0.030156,-1.141838,0.34068000000000004
1710,1.528912527765949e+18,1,0,0,0,1.969475,0.278904,-4.029314
1720,1.5289125279675205e+18,1,0,0,0,0.402503,-1.139312,-0.09749
