timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1528191373.864116,0.045527,0.481858,2.877559,-0.286562,-0.141937,0.080845,0.040329,-0.463426,-0.885217,0.054169,0.015459,0.006539,-15.786987,-26.146288,-37.239319,,,,,,,
1528191373.884269,0.045485,0.474475,2.882678,-0.421675,0.262143,0.314403,0.040446,-0.456871,-0.888613,0.080174,-0.004921,-0.002424,-15.562469,-25.799860,-37.630371,,,,,,,
1528191373.904422,0.046806,0.465053,2.894307,-0.539668,0.303208,0.575823,0.041820,-0.448470,-0.892818,0.062611,0.009185,-0.026585,-15.904861,-25.170258,-37.883820,,,,,,,
1528191373.924574,0.044229,0.455681,2.908756,-0.387511,0.128177,0.635843,0.039703,-0.440074,-0.897083,-0.012939,-0.048528,-0.087597,-16.101517,-24.841343,-38.420654,,,,,,,
1528191373.944727,0.037225,0.455307,2.921817,0.158593,-0.237697,0.535193,0.033425,-0.439738,-0.897503,-0.072762,-0.065160,-0.155002,-16.452545,-24.720812,-38.430634,,,,,,,
1528191373.964880,0.022280,0.461928,2.930734,0.355532,-0.681455,0.333750,0.019943,-0.445674,-0.894973,-0.064621,0.042263,-0.054567,-16.994263,-24.879145,-38.192688,,,,,,,
1528191373.985033,0.005232,0.469043,2.935673,0.337458,-0.733471,0.169320,0.004667,-0.452033,-0.891988,-0.061231,0.069816,-0.005228,-17.712845,-25.017132,-37.738037,,,,,,,
1528191374.005186,-0.008232,0.475559,2.938265,0.318656,-0.514564,0.097710,-0.007318,-0.457836,-0.889006,-0.057104,0.022991,0.030486,-18.063446,-25.136652,-37.421906,,,,,,,
1528191374.025339,-0.022074,0.481354,2.939066,0.276108,-0.919205,-0.009011,-0.019564,-0.462979,-0.886153,-0.031873,0.015622,-0.057192,-18.759583,-25.451174,-37.001190,,,,,,,
1528191374.045491,-0.050796,0.487843,2.939916,0.350881,-1.556722,0.053158,-0.044851,-0.468721,-0.882206,-0.009058,-0.035231,-0.019726,-19.593307,-25.791777,-36.276886,,,,,,,
1528191374.065644,-0.077431,0.493509,2.941256,0.211209,-1.028556,0.030430,-0.068123,-0.473719,-0.878037,0.007241,0.014307,0.083222,-20.458374,-25.884666,-35.577911,,,,,,,
1528191374.085797,-0.088470,0.494054,2.941375,-0.087653,-0.277244,0.009599,-0.077789,-0.474199,-0.876974,0.019974,0.025942,0.054647,-20.994965,-25.863762,-35.275085,,,,,,,
1528191374.105950,-0.090501,0.488460,2.943176,-0.375547,0.028251,0.189593,-0.079808,-0.469266,-0.879442,0.044454,0.014173,-0.000059,-21.166428,-25.653906,-35.250793,,,,,,,
1528191374.126103,-0.092923,0.477168,2.950338,-0.606767,0.023307,0.479712,-0.082425,-0.459265,-0.884466,0.048764,0.009238,0.017538,-21.008270,-25.382528,-35.609802,,,,,,,
1528191374.146256,-0.098975,0.462024,2.963498,-0.728313,-0.012163,0.749685,-0.088453,-0.445760,-0.890771,0.064711,0.003667,0.070092,-21.496124,-24.566448,-36.254150,,,,,,,
1528191374.166408,-0.107262,0.445033,2.981270,-0.770211,-0.029606,0.952496,-0.096628,-0.430488,-0.897409,0.051859,0.015952,0.063516,-22.074631,-23.362741,-36.586243,,,,,,,
1528191374.186561,-0.118689,0.426691,3.003684,-0.812509,-0.134558,1.205503,-0.107794,-0.413861,-0.903935,0.036215,0.025830,0.001897,-22.769836,-22.678135,-36.998138,,,,,,,
1528191374.206714,-0.129688,0.405548,3.030697,-0.929600,0.166337,1.417753,-0.118835,-0.394523,-0.911169,0.023544,0.019858,-0.010065,-23.351120,-21.273726,-37.910065,,,,,,,
1528191374.226867,-0.135957,0.383418,3.059591,-0.875577,0.154440,1.484017,-0.125698,-0.374092,-0.918833,-0.038746,0.044335,-0.109762,-23.919556,-19.983437,-38.534088,,,,,,,
1528191374.247020,-0.149497,0.364134,3.091418,-0.640470,-0.189792,1.653087,-0.139175,-0.356141,-0.924010,-0.022706,-0.005249,-0.061052,-24.495605,-18.928783,-39.207672,,,,,,,
1528191374.267173,-0.165326,0.349650,3.125704,-0.351303,-0.146460,1.704686,-0.154616,-0.342569,-0.926682,-0.051439,-0.004966,-0.010757,-25.324493,-17.157143,-39.133636,,,,,,,
1528191374.287326,-0.177508,0.339676,-3.121484,-0.120079,0.073132,1.766849,-0.166488,-0.333182,-0.928047,-0.039445,-0.021295,0.040397,-25.927780,-16.134243,-39.956177,,,,,,,
1528191374.307478,-0.190574,0.332571,-3.083673,0.021781,-0.133148,1.819393,-0.179043,-0.326474,-0.928093,-0.041950,-0.006061,0.002511,-26.435974,-15.116119,-39.957703,,,,,,,
1528191374.327631,-0.206397,0.327394,-3.050152,0.083824,-0.234662,1.317689,-0.194049,-0.321576,-0.926786,0.011386,0.034268,0.041761,-27.003784,-14.201233,-40.122803,,,,,,,
1528191374.347784,-0.212163,0.328307,-3.036522,0.230521,-0.006524,0.272579,-0.199328,-0.322441,-0.925364,0.026049,-0.084282,-0.031026,-27.467438,-13.769371,-39.988312,,,,,,,
1528191374.367937,-0.214953,0.331649,-3.032820,0.170497,-0.122492,0.140131,-0.201678,-0.325603,-0.923747,-0.027463,0.022746,0.002284,-27.542130,-13.641663,-40.035400,,,,,,,
1528191374.388090,-0.219599,0.334731,-3.026776,0.240089,-0.123915,0.281157,-0.205748,-0.328515,-0.921816,0.008314,0.074182,-0.019041,-27.497055,-13.567616,-39.711456,,,,,,,
1528191374.408243,-0.225429,0.338842,-3.018752,0.295895,-0.213360,0.349576,-0.210815,-0.332395,-0.919277,0.035339,0.027875,0.008388,-27.767761,-13.755653,-39.823792,,,,,,,
1528191374.428395,-0.236482,0.343636,-3.009534,0.385519,-0.489663,0.349755,-0.220586,-0.336912,-0.915331,0.039403,-0.048372,-0.026426,-28.189392,-13.615993,-39.324432,,,,,,,
1528191374.448548,-0.251914,0.352365,-3.001858,0.550643,-0.724840,0.186673,-0.233943,-0.345118,-0.908935,0.016231,-0.008962,-0.007920,-28.522934,-13.642841,-38.995972,,,,,,,
1528191374.468701,-0.268711,0.361605,-2.995680,0.475142,-0.696002,0.151328,-0.248320,-0.353776,-0.901764,0.000716,-0.001342,0.029007,-29.090454,-14.017441,-38.370392,,,,,,,
1528191374.488854,-0.282088,0.368928,-2.990738,0.386374,-0.492648,0.097791,-0.259632,-0.360616,-0.895849,-0.036724,-0.020457,0.037070,-29.850113,-13.970512,-37.630432,,,,,,,
1528191374.509007,-0.290819,0.375096,-2.987887,0.300744,-0.381678,0.000502,-0.266801,-0.366362,-0.891401,-0.065398,-0.011247,0.037824,-30.013916,-14.469528,-37.552917,,,,,,,
1528191374.529160,-0.301727,0.381474,-2.987082,0.348997,-0.630841,-0.083722,-0.275808,-0.372289,-0.886188,-0.036845,-0.006922,-0.007290,-30.067871,-14.612591,-37.267853,,,,,,,
1528191374.549312,-0.318285,0.390743,-2.986602,0.503767,-0.929101,-0.142183,-0.289351,-0.380875,-0.878185,-0.000887,-0.005004,-0.029438,-30.460083,-14.922825,-36.628998,,,,,,,
1528191374.569465,-0.340130,0.403226,-2.985841,0.646904,-1.127390,-0.176128,-0.306854,-0.392388,-0.867105,0.016937,-0.015632,-0.024374,-31.198669,-15.182991,-36.018372,,,,,,,
1528191374.589618,-0.362618,0.417198,-2.984375,0.668058,-1.008824,-0.170789,-0.324298,-0.405200,-0.854776,0.007968,0.005374,0.001947,-31.841949,-15.780838,-34.943024,,,,,,,
1528191374.609771,-0.379234,0.428903,-2.982629,0.506723,-0.696714,-0.090989,-0.336676,-0.415874,-0.844806,-0.007898,0.016612,0.016910,-32.322830,-16.457088,-34.108734,,,,,,,
1528191374.629924,-0.388975,0.437352,-2.980967,0.360896,-0.304261,-0.116882,-0.343545,-0.423542,-0.838205,-0.033164,-0.007259,0.004389,-33.085541,-16.825724,-33.375763,,,,,,,
1528191374.650077,-0.392982,0.444244,-2.982688,0.263084,-0.237301,-0.255819,-0.345774,-0.429776,-0.834105,-0.068716,-0.003910,-0.008958,-33.159180,-17.106337,-32.963623,,,,,,,
1528191374.670229,-0.398904,0.452539,-2.986950,0.350236,-0.545281,-0.380557,-0.349311,-0.437251,-0.828729,-0.020608,-0.004552,-0.064184,-33.177048,-17.356197,-32.602142,,,,,,,
1528191374.690382,-0.415384,0.464689,-2.991287,0.554278,-1.131019,-0.402579,-0.360750,-0.448145,-0.817939,0.079897,-0.005651,-0.088235,-33.148056,-17.821890,-31.916504,,,,,,,
1528191374.710536,-0.443042,0.479197,-2.992011,0.689226,-1.525048,-0.292351,-0.380404,-0.461067,-0.801691,0.103106,-0.023919,-0.026175,-33.942474,-18.589827,-30.973419,,,,,,,
1528191374.730688,-0.473268,0.494163,-2.989950,0.674788,-1.258436,-0.213427,-0.401268,-0.474295,-0.783599,0.161446,0.091970,0.155974,-34.418549,-19.311085,-29.494293,,,,,,,
1528191374.750841,-0.493307,0.503488,-2.989109,0.280911,-0.810672,-0.163849,-0.414776,-0.482483,-0.771472,0.002362,-0.022766,0.039813,-35.313873,-20.155771,-28.626190,,,,,,,
1528191374.770994,-0.502447,0.507737,-2.991006,0.089935,-0.362558,-0.172736,-0.420819,-0.486201,-0.765845,0.000027,0.011179,0.029578,-35.439041,-19.936251,-27.458557,,,,,,,
1528191374.791147,-0.509984,0.510355,-2.992226,0.115090,-0.479285,-0.066972,-0.425957,-0.488487,-0.761538,0.031669,-0.032754,-0.036604,-35.785614,-20.051292,-27.289368,,,,,,,
1528191374.811299,-0.525009,0.514073,-2.991259,0.220796,-0.883634,-0.073149,-0.436437,-0.491728,-0.753475,0.001607,-0.010835,-0.063420,-36.176437,-20.045601,-26.726379,,,,,,,
1528191374.831452,-0.551453,0.521105,-2.992515,0.307853,-1.694895,-0.345102,-0.454384,-0.497839,-0.738708,-0.039391,0.138738,-0.187073,-36.504700,-20.388470,-26.065063,,,,,,,
1528191374.851605,-0.594929,0.533477,-2.996293,0.478030,-2.568571,-0.540069,-0.482571,-0.508530,-0.713105,-0.004184,-0.014922,-0.195983,-37.403946,-21.031088,-25.091370,,,,,,,
1528191374.871758,-0.647717,0.548024,-3.003389,0.337843,-2.834430,-0.720617,-0.515006,-0.521002,-0.680678,-0.029382,-0.027216,-0.099656,-38.298889,-21.416054,-22.511444,,,,,,,
1528191374.891912,-0.693865,0.560211,-3.013377,0.127624,-2.275734,-0.681505,-0.541758,-0.531365,-0.651265,0.000376,-0.017585,0.068517,-39.380402,-21.955887,-20.382965,,,,,,,
1528191374.912064,-0.721692,0.567864,-3.025194,-0.131904,-1.344952,-0.587032,-0.556966,-0.537832,-0.632868,0.012349,-0.019098,0.161143,-39.701492,-22.545948,-18.120605,,,,,,,
1528191374.932216,-0.730433,0.570898,-3.039338,-0.358506,-0.528114,-0.498891,-0.561385,-0.540388,-0.626757,0.033629,-0.032061,0.174304,-39.878998,-23.342304,-16.286163,,,,,,,
1528191374.952369,-0.730543,0.568704,-3.053178,-0.519823,-0.383738,-0.267446,-0.562244,-0.538540,-0.627577,0.051929,-0.042606,0.059584,-39.776733,-23.512001,-16.034454,,,,,,,
1528191374.972522,-0.736918,0.562178,-3.066136,-0.651194,-0.892212,-0.177802,-0.568582,-0.533031,-0.626569,0.005167,-0.036519,-0.055102,-39.839172,-23.418058,-15.661896,,,,,,,
1528191374.992676,-0.753889,0.556527,-3.083141,-0.696756,-1.475783,-0.468131,-0.581186,-0.528241,-0.619016,-0.055151,0.047833,-0.050936,-40.179977,-23.747166,-14.893219,,,,,,,
1528191375.012828,-0.773014,0.557144,-3.105628,-0.565825,-1.501138,-0.836302,-0.592690,-0.528764,-0.607556,-0.043403,0.057649,-0.004063,-40.110336,-24.006948,-13.790192,,,,,,,
1528191375.032981,-0.786057,0.565207,-3.128773,-0.291099,-1.078580,-1.027169,-0.597528,-0.535590,-0.596741,-0.033499,0.027824,0.008591,-39.825058,-24.491083,-12.856873,,,,,,,
1528191375.053133,-0.790031,0.579993,3.133681,0.020004,-0.579428,-1.203061,-0.594203,-0.548018,-0.588723,-0.064656,0.000777,-0.040610,-39.308319,-25.246582,-12.199280,,,,,,,
1528191375.073287,-0.788818,0.600796,3.114597,0.231568,-0.465680,-1.312799,-0.585272,-0.565300,-0.581283,-0.040124,0.020362,-0.059785,-38.613190,-26.301718,-11.776520,,,,,,,
1528191375.093439,-0.790508,0.622771,3.096785,0.253224,-0.646837,-1.248668,-0.577284,-0.583288,-0.571414,0.031004,0.032202,-0.035733,-37.865158,-27.114141,-11.193298,,,,,,,
1528191375.113592,-0.792653,0.642260,3.079935,0.149756,-0.530784,-1.100418,-0.570303,-0.599006,-0.562088,0.052999,-0.001610,0.035538,-37.209091,-27.666729,-10.744873,,,,,,,
1528191375.133745,-0.787958,0.656187,3.062579,-0.105544,-0.091723,-0.887310,-0.561689,-0.610100,-0.558820,0.090925,-0.033958,0.131589,-36.554733,-28.690922,-10.486420,,,,,,,
1528191375.153898,-0.771932,0.661241,3.044558,-0.453187,0.408527,-0.525921,-0.550504,-0.614097,-0.565533,0.101773,-0.062035,0.117810,-36.037064,-28.981892,-10.621735,,,,,,,
1528191375.174052,-0.752250,0.655004,3.027653,-0.811425,0.444342,-0.132413,-0.541874,-0.609162,-0.579044,0.094226,-0.046432,0.050266,-35.486282,-29.063732,-11.411713,,,,,,,
1528191375.194203,-0.735006,0.640854,3.010312,-1.060502,0.250588,-0.004556,-0.537535,-0.597880,-0.594636,0.025969,0.018275,0.046907,-35.650330,-28.949665,-11.975281,,,,,,,
1528191375.214356,-0.720503,0.625299,2.990895,-1.077961,0.116459,-0.119860,-0.534927,-0.585340,-0.609285,0.003692,0.016035,0.024934,-35.457535,-28.747702,-12.881592,,,,,,,
1528191375.234509,-0.707249,0.613843,2.971154,-0.849888,0.073356,-0.286114,-0.531127,-0.576013,-0.621378,0.001342,-0.031806,-0.015295,-35.361725,-28.674469,-13.381256,,,,,,,
1528191375.254663,-0.690149,0.610310,2.955271,-0.345548,0.667119,-0.431893,-0.521717,-0.573121,-0.631934,0.049167,-0.076293,-0.030923,-35.076706,-28.755899,-13.864349,,,,,,,
1528191375.274815,-0.664024,0.614591,2.945881,0.063624,1.158138,-0.390927,-0.503514,-0.576624,-0.643409,0.040822,-0.026235,-0.002373,-34.492538,-29.038626,-14.714813,,,,,,,
1528191375.294968,-0.641086,0.620024,2.944819,0.243764,1.074509,-0.066108,-0.486744,-0.581055,-0.652267,0.026157,0.001114,-0.014328,-33.854980,-29.125736,-15.275909,,,,,,,
1528191375.315120,-0.625967,0.623137,2.949404,0.197337,0.764318,0.091922,-0.475765,-0.583586,-0.658083,-0.049077,-0.008745,-0.040816,-33.487396,-29.203226,-15.813110,,,,,,,
1528191375.335274,-0.612948,0.622686,2.951248,-0.105023,0.649713,0.061670,-0.467308,-0.583219,-0.664436,-0.024543,-0.016665,-0.023888,-33.239822,-29.274544,-16.438660,,,,,,,
1528191375.355426,-0.603599,0.616763,2.947049,-0.463803,0.109498,0.006897,-0.463029,-0.578398,-0.671608,0.006379,-0.034548,-0.119606,-33.148651,-29.169409,-16.768219,,,,,,,
1528191375.375579,-0.597408,0.608788,2.936247,-0.595910,0.027172,-0.249492,-0.461443,-0.571873,-0.678254,-0.099409,0.082371,-0.010222,-33.199661,-29.287043,-17.236847,,,,,,,
1528191375.395732,-0.585230,0.605991,2.920525,-0.360940,0.203486,-0.557791,-0.454030,-0.569577,-0.685154,-0.060679,0.058697,-0.024013,-32.813065,-29.295551,-17.513031,,,,,,,
1528191375.415885,-0.574155,0.610673,2.904985,-0.044807,0.035700,-0.680134,-0.444961,-0.573419,-0.687894,0.045211,0.011499,-0.041477,-32.393875,-29.474836,-17.617371,,,,,,,
1528191375.436038,-0.566534,0.618288,2.894962,0.172676,0.187512,-0.440744,-0.437350,-0.579641,-0.687560,0.084963,0.003592,0.078231,-31.789185,-29.804468,-17.781555,,,,,,,
1528191375.456190,-0.560557,0.624616,2.893489,0.256432,0.290483,-0.063774,-0.431273,-0.584786,-0.687042,0.083098,-0.036155,0.028839,-31.263992,-30.203396,-17.631165,,,,,,,
1528191375.476343,-0.556601,0.626521,2.900817,0.229546,0.529537,0.329033,-0.427963,-0.586330,-0.687795,0.043426,-0.000340,0.065160,-31.304062,-30.002930,-17.627716,,,,,,,
1528191375.496496,-0.547933,0.625364,2.912816,0.191481,0.909765,0.489049,-0.422339,-0.585393,-0.692057,0.003500,-0.005519,0.019511,-31.213257,-30.023521,-17.963470,,,,,,,
1528191375.516649,-0.533726,0.623039,2.925601,0.152952,1.165825,0.500683,-0.413155,-0.583506,-0.699157,-0.031654,0.001368,0.000412,-31.229202,-29.829769,-18.711853,,,,,,,
1528191375.536803,-0.513744,0.620107,2.938434,0.117467,1.538041,0.546457,-0.399943,-0.581122,-0.708760,0.023478,0.001730,0.040685,-30.903778,-29.595152,-19.453308,,,,,,,
1528191375.556955,-0.484088,0.615223,2.952553,0.016521,2.073238,0.664724,-0.380067,-0.577140,-0.722811,0.079820,-0.026650,0.048464,-30.861984,-29.317488,-20.251099,,,,,,,
1528191375.577107,-0.449999,0.606880,2.968227,-0.150712,2.085533,0.813980,-0.357293,-0.570307,-0.739655,0.061974,-0.016500,0.030014,-30.404358,-29.033556,-21.652405,,,,,,,
1528191375.597260,-0.420448,0.594179,2.984475,-0.385143,1.819962,0.890618,-0.338212,-0.559828,-0.756441,-0.010161,0.029219,0.048098,-29.835022,-28.505121,-23.119568,,,,,,,
1528191375.617414,-0.392659,0.577776,2.997992,-0.596597,1.775254,0.771851,-0.320534,-0.546163,-0.773927,-0.010292,0.056218,0.074708,-29.724213,-28.069136,-24.377777,,,,,,,
1528191375.637566,-0.358718,0.560878,3.005596,-0.678953,1.927933,0.528285,-0.297285,-0.531930,-0.792888,-0.007768,0.059731,0.035289,-29.120682,-27.323927,-25.809143,,,,,,,
1528191375.657719,-0.324479,0.544924,3.013219,-0.596248,1.892189,0.654382,-0.272640,-0.518353,-0.810541,0.042217,0.037426,0.023950,-28.278442,-26.587799,-27.394318,,,,,,,
1528191375.677872,-0.292140,0.529600,3.028697,-0.491858,2.077412,0.976906,-0.248549,-0.505188,-0.826442,0.055327,0.022309,0.056850,-27.844971,-26.042040,-28.949310,,,,,,,
1528191375.698024,-0.261596,0.514517,3.049067,-0.476521,1.892998,1.037817,-0.225138,-0.492115,-0.840913,-0.024526,0.013279,-0.063460,-27.175613,-25.318003,-30.716400,,,,,,,
1528191375.718177,-0.237044,0.500323,3.065754,-0.517335,1.474158,0.765621,-0.206047,-0.479709,-0.852891,-0.057412,0.011646,-0.055877,-26.663834,-24.497814,-32.164124,,,,,,,
1528191375.738330,-0.217400,0.487381,3.076187,-0.515778,1.064140,0.496665,-0.190577,-0.468314,-0.862764,-0.050116,0.007102,-0.116438,-26.124878,-23.833143,-33.069672,,,,,,,
1528191375.758483,-0.200720,0.477101,3.082917,-0.365081,0.997801,0.366617,-0.177111,-0.459205,-0.870495,-0.038755,0.011482,-0.075504,-25.409180,-23.224339,-33.825165,,,,,,,
1528191375.778636,-0.181199,0.471124,3.090645,-0.147873,1.243195,0.422347,-0.160576,-0.453888,-0.876470,-0.026023,-0.002350,-0.039210,-24.914688,-22.695263,-34.740082,,,,,,,
1528191375.798789,-0.157279,0.468243,3.100315,-0.045159,1.482707,0.453387,-0.139772,-0.451319,-0.881348,-0.018783,0.002436,-0.007614,-24.425201,-22.500919,-35.642548,,,,,,,
1528191375.818941,-0.131693,0.465368,3.109466,-0.117660,1.423334,0.402059,-0.117349,-0.448752,-0.885918,-0.017554,0.016654,-0.008904,-23.561752,-22.145796,-36.496063,,,,,,,
1528191375.839094,-0.111195,0.461561,3.116810,-0.151725,1.015447,0.307093,-0.099354,-0.445346,-0.889828,-0.019054,0.017093,-0.044971,-22.793533,-21.928953,-37.074463,,,,,,,
1528191375.859247,-0.098051,0.459372,3.121631,-0.029808,0.622569,0.182413,-0.087746,-0.443386,-0.892025,-0.007195,0.019573,-0.041813,-22.016449,-21.542645,-37.606689,,,,,,,
1528191375.879400,-0.089078,0.460054,3.124594,0.069014,0.517896,0.120646,-0.079711,-0.443997,-0.892475,-0.000199,0.016140,-0.001354,-21.439880,-21.249306,-37.855652,,,,,,,
1528191375.899553,-0.076843,0.459516,3.128540,-0.099668,0.815870,0.217517,-0.068804,-0.443515,-0.893622,0.016314,0.017764,0.054846,-21.101547,-21.234333,-38.154846,,,,,,,
1528191375.919706,-0.059554,0.452945,3.134258,-0.427988,1.049454,0.307801,-0.053517,-0.437616,-0.897568,0.006276,-0.002799,0.040054,-20.490707,-21.048145,-38.598572,,,,,,,
1528191375.939859,-0.040717,0.442816,3.140157,-0.466348,1.085084,0.251162,-0.036780,-0.428485,-0.902800,-0.017557,0.007434,-0.055132,-19.762680,-20.735292,-39.406189,,,,,,,
1528191375.960011,-0.020495,0.436186,-3.139272,-0.203618,1.049228,0.176764,-0.018574,-0.422486,-0.906179,0.010350,-0.003830,-0.115260,-19.178909,-20.283592,-39.964691,,,,,,,
1528191375.980164,-0.000554,0.436004,-3.136245,0.089176,1.083447,0.120533,-0.000502,-0.422321,-0.906446,0.022566,0.023243,-0.076968,-17.582901,-19.965818,-40.675171,,,,,,,
1528191376.000317,0.022597,0.438852,-3.133560,0.138252,1.279699,0.128021,0.020454,-0.424900,-0.905009,0.028649,0.021290,0.011073,-16.576172,-19.743368,-41.104889,,,,,,,
1528191376.020470,0.046789,0.440480,-3.130440,0.032316,1.248815,0.155658,0.042307,-0.426374,-0.903557,-0.007563,0.002759,0.033424,-15.342499,-19.753761,-41.387543,,,,,,,
1528191376.040623,0.070143,0.439736,-3.126092,-0.098440,1.249914,0.218480,0.063418,-0.425700,-0.902639,-0.028536,-0.000142,0.059759,-14.330887,-19.553684,-41.895813,,,,,,,
1528191376.060776,0.093783,0.436311,-3.119919,-0.250448,1.363963,0.286595,0.084873,-0.422599,-0.902334,-0.004291,0.001289,0.066106,-13.612213,-19.475931,-42.445923,,,,,,,
1528191376.080928,0.120620,0.430019,-3.112208,-0.397687,1.546038,0.325868,0.109373,-0.416888,-0.902353,0.013308,0.008364,0.016718,-12.218414,-19.306499,-42.632202,,,,,,,
1528191376.101081,0.148167,0.422939,-3.103939,-0.369848,1.519273,0.325917,0.134617,-0.410442,-0.901895,-0.005009,0.004757,-0.032721,-10.997406,-18.657026,-43.527252,,,,,,,
1528191376.121234,0.174536,0.418705,-3.095735,-0.200463,1.447972,0.338951,0.158651,-0.406577,-0.899736,-0.020467,-0.010384,-0.025328,-9.711792,-18.170664,-44.004028,,,,,,,
1528191376.141387,0.198916,0.418062,-3.087663,-0.049687,1.321636,0.355191,0.180589,-0.405990,-0.895856,-0.034547,-0.021424,-0.022585,-8.744476,-18.158598,-44.396362,,,,,,,
1528191376.161540,0.220379,0.419224,-3.080953,0.008892,1.105936,0.265624,0.199670,-0.407052,-0.891314,-0.079110,-0.015205,-0.004652,-7.924698,-17.812166,-44.462860,,,,,,,
1528191376.181693,0.236173,0.420076,-3.078690,0.022569,0.645330,0.004175,0.213640,-0.407830,-0.887712,-0.079302,-0.023597,-0.033568,-7.263870,-17.817738,-44.542969,,,,,,,
1528191376.201846,0.245676,0.420659,-3.081889,0.099738,0.297860,-0.199571,0.222009,-0.408362,-0.885410,-0.051278,-0.026544,-0.033916,-6.610428,-17.921789,-44.394470,,,,,,,
1528191376.221998,0.253638,0.422757,-3.088223,0.198763,0.284733,-0.261363,0.228836,-0.410276,-0.882784,-0.013397,-0.010973,0.007311,-6.275070,-18.087969,-44.554779,,,,,,,
1528191376.242151,0.263360,0.424295,-3.093744,0.069728,0.436555,-0.184693,0.237243,-0.411678,-0.879907,0.000184,0.019527,0.050332,-5.679123,-18.284113,-44.379913,,,,,,,
1528191376.262304,0.275506,0.421695,-3.095395,-0.216063,0.648633,-0.055916,0.248202,-0.409308,-0.877987,0.005582,0.014212,0.061337,-5.292709,-18.080700,-44.579987,,,,,,,
1528191376.282457,0.290106,0.414847,-3.093742,-0.391853,0.821984,-0.025212,0.261790,-0.403050,-0.876936,0.022527,-0.003399,0.011304,-4.658325,-18.003693,-44.703796,,,,,,,
1528191376.302610,0.306764,0.407742,-3.093099,-0.287456,0.807881,-0.101951,0.277219,-0.396537,-0.875161,0.033404,0.001914,-0.043021,-4.115387,-17.540468,-44.879395,,,,,,,
1528191376.322763,0.319663,0.404251,-3.093857,-0.075426,0.479263,-0.059966,0.288917,-0.393330,-0.872822,0.038490,0.003056,-0.059231,-3.489563,-17.599001,-45.287781,,,,,,,
1528191376.342916,0.324092,0.404443,-3.093605,0.024361,0.097937,0.055553,0.292756,-0.393507,-0.871462,0.060622,0.009245,0.009416,-3.183441,-17.551464,-44.887085,,,,,,,
1528191376.363068,0.324113,0.404240,-3.090968,-0.113762,0.083797,0.141862,0.292800,-0.393320,-0.871531,0.049898,0.013682,0.064829,-2.919312,-17.456066,-45.133759,,,,,,,
1528191376.383221,0.327623,0.401213,-3.085830,-0.269789,0.406876,0.189638,0.296239,-0.390535,-0.871621,0.036433,0.014010,0.041131,-2.676132,-17.451221,-45.268890,,,,,,,
1528191376.403374,0.337317,0.396458,-3.079631,-0.325537,0.693070,0.187364,0.305285,-0.386153,-0.870451,0.028592,-0.004029,0.005644,-2.440201,-16.898289,-45.240326,,,,,,,
1528191376.423527,0.349318,0.392076,-3.074073,-0.267950,0.673065,0.160751,0.316286,-0.382107,-0.868307,0.026869,-0.013584,-0.029704,-1.907349,-16.638634,-45.444153,,,,,,,
1528191376.443680,0.360700,0.388085,-3.068579,-0.283016,0.692322,0.169266,0.326684,-0.378416,-0.866071,0.019722,-0.024889,-0.000766,-1.343857,-16.433815,-45.593109,,,,,,,
1528191376.463833,0.373121,0.383959,-3.065221,-0.205334,0.622645,-0.017458,0.337982,-0.374595,-0.863392,-0.109054,-0.029123,-0.040172,-0.503815,-16.375427,-45.827820,,,,,,,
1528191376.483986,0.383099,0.380985,-3.068624,-0.005295,0.324661,-0.287261,0.346995,-0.371835,-0.861006,-0.044062,0.011865,-0.069230,-0.190857,-16.138489,-45.847748,,,,,,,
1528191376.504139,0.390530,0.379930,-3.075320,0.096681,0.202449,-0.288170,0.353533,-0.370856,-0.858766,0.001036,-0.012903,-0.001555,0.315948,-15.944046,-45.899597,,,,,,,
1528191376.524291,0.394996,0.379376,-3.081277,0.037245,0.079183,-0.258320,0.357443,-0.370341,-0.857368,-0.015418,-0.017079,0.047737,0.409790,-16.036579,-45.969452,,,,,,,
1528191376.544444,0.398961,0.375109,-3.085563,-0.210584,0.140348,-0.270385,0.361450,-0.366374,-0.857393,-0.047989,-0.012776,0.069612,0.475540,-16.183643,-45.712677,,,,,,,
1528191376.564597,0.400585,0.368673,-3.088493,-0.205601,-0.065556,-0.228692,0.363754,-0.360378,-0.858959,-0.027176,-0.035466,-0.012379,0.672913,-16.011238,-45.790619,,,,,,,
1528191376.584750,0.396756,0.367243,-3.093033,0.171805,-0.356390,-0.235625,0.360661,-0.359044,-0.860819,-0.034520,-0.022227,-0.060583,0.538223,-15.899094,-45.920013,,,,,,,
1528191376.604903,0.393935,0.371617,-3.102651,0.467483,-0.253754,-0.396498,0.357625,-0.363123,-0.860375,-0.035893,0.015360,-0.028663,0.486542,-16.211575,-45.864014,,,,,,,
1528191376.625056,0.400750,0.378437,-3.121200,0.782096,0.186434,-0.826470,0.362506,-0.369469,-0.855618,-0.068805,0.147545,-0.031193,0.431381,-16.543320,-45.432770,,,,,,,
