timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1528191379.506915,0.248802,1.091724,1.722419,-1.316819,-0.985151,-0.824565,0.113506,-0.887423,-0.446759,0.225071,0.181414,0.011274,0.849319,-43.074409,-6.986298,,,,,,,
1528191379.527068,0.247628,1.064993,1.705653,-1.078794,-0.620638,-0.663134,0.118755,-0.874786,-0.469728,0.066425,-0.015214,-0.052260,1.576965,-42.941040,-8.153809,,,,,,,
1528191379.547221,0.250854,1.044102,1.687545,-0.811629,-0.569322,-0.720468,0.124780,-0.864474,-0.486942,0.003623,0.005663,-0.001400,1.840027,-42.659424,-8.805908,,,,,,,
1528191379.567374,0.262685,1.024323,1.665937,-0.844035,-0.144769,-0.793210,0.134946,-0.854362,-0.501848,0.002917,0.067314,0.046786,2.372009,-42.272789,-9.532227,,,,,,,
1528191379.587527,0.281350,1.003242,1.648168,-0.889898,0.298226,-0.699419,0.149258,-0.843218,-0.516433,-0.039043,0.047885,-0.087815,2.847412,-42.035831,-10.140961,,,,,,,
,,,,,,,,,,,,,,,,52.333510,4.864647,-0.747420,-1.000000,-1.000000,1528191379.560630,
1528191379.607680,0.300416,0.983144,1.633685,-0.780044,0.326441,-0.622408,0.164059,-0.832244,-0.529577,-0.141491,-0.043976,-0.185297,3.387115,-41.809372,-10.781311,,,,,,,
1528191379.627832,0.320776,0.967811,1.616124,-0.429660,0.249435,-0.768223,0.178809,-0.823646,-0.538175,-0.180548,-0.092369,-0.220523,4.165695,-41.711727,-11.227539,,,,,,,
1528191379.647985,0.338866,0.958789,1.590259,-0.043561,-0.480261,-0.874331,0.190978,-0.818496,-0.541839,-0.164092,-0.053727,-0.225739,4.810028,-41.659279,-11.527039,,,,,,,
1528191379.668138,0.348871,0.956564,1.553545,0.451836,-1.144873,-1.159687,0.197011,-0.817216,-0.541611,-0.098790,0.002107,-0.189193,5.373077,-41.627804,-11.601257,,,,,,,
1528191379.688291,0.371912,0.961509,1.497636,1.000062,-1.214607,-1.457934,0.207966,-0.820056,-0.533157,-0.028507,0.130084,-0.213196,6.222794,-41.654049,-11.157959,,,,,,,
1528191379.708445,0.392689,0.974712,1.434416,1.392234,-1.751359,-1.380440,0.214835,-0.827540,-0.518673,0.038324,0.206675,-0.159352,6.805038,-41.574554,-10.533386,,,,,,,
1528191379.728598,0.410238,0.989254,1.368075,1.299812,-1.833401,-1.442461,0.219081,-0.835617,-0.503733,0.029042,0.247375,0.034678,7.962646,-42.028347,-9.623871,,,,,,,
1528191379.748751,0.436776,0.996715,1.298903,0.984489,-1.310803,-1.613799,0.229726,-0.839692,-0.492079,-0.006826,0.304947,0.133574,8.973663,-42.036640,-8.986877,,,,,,,
1528191379.768904,0.473322,0.993692,1.229308,0.511552,-1.057104,-1.817317,0.248708,-0.838046,-0.485614,-0.034323,0.266452,0.168964,9.718826,-42.038372,-8.108795,,,,,,,
1528191379.789056,0.506897,0.981436,1.168419,0.072900,-0.629584,-1.650344,0.269836,-0.831296,-0.485935,0.287689,0.158720,0.238697,11.030136,-41.932110,-8.114258,,,,,,,
1528191379.809209,0.531309,0.964001,1.140486,-0.628315,0.445769,-0.626523,0.288917,-0.821480,-0.491626,0.538841,-0.057533,-0.056698,12.397079,-41.370792,-8.134399,,,,,,,
1528191379.829362,0.521555,0.955836,1.165614,-0.677840,0.516726,0.996250,0.287441,-0.816796,-0.500221,0.462101,0.416680,-0.177208,13.013351,-41.251278,-8.456696,,,,,,,
1528191379.849515,0.481468,0.964315,1.224761,-0.246036,0.195267,1.962034,0.263947,-0.821659,-0.505182,0.234039,0.797016,-0.140128,12.150696,-41.277733,-8.768036,,,,,,,
1528191379.869668,0.428299,0.982777,1.289696,0.113765,-0.152899,1.984992,0.230386,-0.832041,-0.504608,0.029639,0.726114,-0.061386,10.873978,-41.971951,-8.945068,,,,,,,
1528191379.889821,0.367475,0.998862,1.355360,-0.052098,-0.240051,1.999757,0.194453,-0.840855,-0.505123,0.020070,0.708104,0.102352,9.259476,-42.140614,-8.702240,,,,,,,
1528191379.909974,0.293988,1.010202,1.444647,-0.343262,0.257440,2.947353,0.154068,-0.846939,-0.508877,0.121902,0.016785,0.002926,7.330338,-42.335789,-8.744751,,,,,,,
1528191379.930126,0.159834,1.053906,1.608217,1.157130,-1.068465,3.930732,0.078651,-0.869360,-0.487880,-0.040092,-2.163157,-0.827519,4.543259,-42.943478,-8.029419,,,,,,,
1528191379.950279,0.075806,1.076637,1.693843,0.110513,-0.260513,1.345482,0.035920,-0.880368,-0.472928,-0.739960,0.318829,1.264890,1.512924,-43.119450,-6.925781,,,,,,,
1528191379.970432,0.060394,1.059896,1.698586,-0.939137,-0.705218,-0.611687,0.029512,-0.872305,-0.488070,-0.755785,-0.256922,0.156756,0.001938,-43.303177,-6.785187,,,,,,,
1528191379.990585,0.096042,1.033954,1.634774,-1.393247,-0.859117,-2.147528,0.049043,-0.859328,-0.509067,-0.604676,-0.636705,0.223026,0.084778,-43.023579,-7.397644,,,,,,,
1528191380.010738,0.147144,0.990062,1.565173,-2.289819,-0.298905,-1.888277,0.080438,-0.836060,-0.542709,-0.191857,-0.712326,-0.111481,1.761887,-42.735718,-8.400726,,,,,,,
1528191380.030891,0.174087,0.938633,1.535330,-2.342733,0.465692,-0.893459,0.102348,-0.806751,-0.581960,0.052666,-0.239101,-0.014735,3.285309,-42.187336,-10.091003,,,,,,,
1528191380.051044,0.189385,0.892942,1.529105,-2.079620,0.435784,-0.456447,0.118059,-0.778920,-0.615910,0.031523,-0.175120,-0.261287,4.359421,-41.306931,-12.246460,,,,,,,
1528191380.071197,0.198770,0.856770,1.527293,-1.537094,0.405244,-0.426928,0.129315,-0.755731,-0.641987,-0.108319,-0.078741,-0.169567,4.851532,-40.693687,-14.061005,,,,,,,
1528191380.091349,0.211691,0.830873,1.518034,-0.990035,0.193816,-0.610903,0.141665,-0.738520,-0.659180,-0.094653,0.064891,-0.153930,5.589035,-40.338394,-15.405701,,,,,,,
1528191380.111502,0.221823,0.816038,1.505409,-0.402620,-0.003732,-0.521501,0.150730,-0.728437,-0.668326,-0.019184,0.043577,-0.172678,6.032654,-39.682755,-16.343842,,,,,,,
1528191380.131655,0.230345,0.811799,1.494023,0.010496,0.029003,-0.371516,0.157124,-0.725526,-0.670017,-0.046727,0.048753,-0.137401,6.965683,-39.621681,-17.050995,,,,,,,
1528191380.151808,0.241152,0.812249,1.483021,0.146232,0.268874,-0.375677,0.164277,-0.725836,-0.667963,-0.072542,0.091360,-0.018591,7.398880,-39.416405,-16.987396,,,,,,,
1528191380.171961,0.259887,0.812730,1.469172,0.121399,0.466435,-0.489991,0.176672,-0.726167,-0.664431,-0.079550,0.115434,0.036364,7.661728,-39.496117,-16.998810,,,,,,,
1528191380.192114,0.280318,0.811553,1.452736,0.081968,0.411892,-0.606407,0.190446,-0.725357,-0.661504,-0.069444,0.128784,0.053411,8.332260,-39.042236,-16.813354,,,,,,,
1528191380.212267,0.303851,0.807834,1.431197,-0.012196,0.357795,-0.864883,0.206764,-0.722792,-0.659409,-0.090493,0.187804,0.092988,8.989944,-39.007240,-16.987885,,,,,,,
1528191380.232420,0.328018,0.799123,1.403132,-0.159441,0.084834,-1.137261,0.224659,-0.716745,-0.660155,0.012463,0.300211,0.079360,9.873169,-38.868496,-16.880615,,,,,,,
1528191380.252572,0.346690,0.787345,1.373596,-0.227483,-0.240796,-1.139405,0.239797,-0.708482,-0.663740,0.174723,0.366304,0.019666,10.602814,-38.646729,-17.062042,,,,,,,
1528191380.272725,0.356097,0.777775,1.349869,-0.093470,-0.403585,-0.761245,0.248383,-0.701696,-0.667779,0.307541,0.405553,0.006570,11.175934,-38.304359,-17.283112,,,,,,,
1528191380.292878,0.353429,0.776220,1.342134,0.058659,-0.375566,0.016202,0.246977,-0.700587,-0.669462,0.343004,0.552180,0.021940,11.277435,-38.353539,-17.571564,,,,,,,
1528191380.313031,0.340268,0.779192,1.354513,-0.077054,-0.070861,0.716349,0.237450,-0.702705,-0.670689,0.306343,0.782753,0.098560,10.842148,-38.445602,-17.495514,,,,,,,
1528191380.333184,0.320767,0.784411,1.384728,-0.034223,0.135254,1.303567,0.223166,-0.706409,-0.671702,0.272714,1.038913,-0.144399,10.289749,-38.480316,-17.627441,,,,,,,
1528191380.353337,0.295337,0.804970,1.426879,0.977916,0.282814,1.961417,0.201745,-0.720810,-0.663123,0.353263,1.089584,-0.388086,8.965912,-39.036518,-17.225067,,,,,,,
1528191380.373490,0.260975,0.854058,1.481039,2.309814,0.241928,2.744629,0.169503,-0.753953,-0.634685,0.328193,1.052552,-0.336415,7.516678,-39.972752,-15.869232,,,,,,,
1528191380.393643,0.199510,0.921723,1.564238,2.742864,0.173192,3.577964,0.119795,-0.796644,-0.592458,0.066591,0.704664,-0.047495,5.031860,-41.472267,-13.343872,,,,,,,
1528191380.413795,0.103420,1.009709,1.694232,3.131526,0.971265,3.167218,0.054933,-0.846677,-0.529264,-0.846803,-1.057300,0.895429,1.615952,-42.450222,-10.092560,,,,,,,
1528191380.433948,0.060505,1.001644,1.719722,-1.675386,-2.217926,-0.255662,0.032587,-0.842358,-0.537932,-0.739542,-1.607181,0.428435,0.302643,-42.654148,-9.722046,,,,,,,
1528191380.454101,0.068853,0.954621,1.696746,-2.479611,0.419670,-1.094343,0.039760,-0.816095,-0.576549,-0.422313,-0.117072,0.416728,0.671265,-42.080338,-11.406433,,,,,,,
1528191380.474254,0.104979,0.899759,1.660419,-2.924557,-0.006066,-1.093731,0.065156,-0.783177,-0.618376,-0.131089,-0.576946,-0.097292,1.933044,-41.246330,-13.447021,,,,,,,
1528191380.494407,0.110172,0.842936,1.654736,-2.303013,0.333727,-0.330722,0.073146,-0.746600,-0.661240,-0.098796,-0.274229,-0.265441,2.488693,-40.557617,-15.530640,,,,,,,
1528191380.514560,0.123280,0.814657,1.648943,-0.917778,0.227637,-0.411167,0.084370,-0.727490,-0.680911,-0.027577,-0.157001,-0.522962,2.916168,-39.788628,-17.200623,,,,,,,
1528191380.534713,0.134795,0.806310,1.631539,-0.028571,-0.071341,-0.791134,0.093018,-0.721738,-0.685888,-0.171067,-0.114749,-0.286082,3.134933,-39.730030,-17.515900,,,,,,,
1528191380.554866,0.154868,0.808269,1.602550,0.337336,-0.059239,-1.071474,0.106548,-0.723092,-0.682484,-0.144772,-0.063544,-0.140483,3.869385,-39.583908,-17.526672,,,,,,,
1528191380.575018,0.178293,0.811114,1.566194,0.311509,-0.184468,-1.249781,0.122140,-0.725055,-0.677774,-0.056344,-0.009351,-0.049033,4.712814,-39.523201,-17.365265,,,,,,,
1528191380.595171,0.200888,0.810345,1.531038,0.105247,-0.078571,-1.120870,0.137532,-0.724525,-0.675388,-0.005162,-0.024407,0.028781,5.580475,-39.421856,-17.231110,,,,,,,
1528191380.615324,0.222171,0.805541,1.502495,-0.116543,0.082992,-0.945025,0.152640,-0.721205,-0.675695,-0.010184,-0.005083,0.080282,6.359421,-39.397514,-17.270538,,,,,,,
1528191380.635477,0.240064,0.795918,1.479595,-0.373418,0.054154,-0.851391,0.166347,-0.714506,-0.679566,-0.031521,0.062513,0.079499,7.285553,-39.297443,-17.463959,,,,,,,
1528191380.655630,0.255457,0.783213,1.457588,-0.416591,-0.062993,-0.944299,0.179067,-0.705560,-0.685653,-0.056631,0.136453,0.031997,7.900131,-38.807953,-17.874878,,,,,,,
1528191380.675783,0.269060,0.771524,1.432208,-0.252707,-0.300666,-1.044397,0.190557,-0.697229,-0.691057,-0.020025,0.177392,-0.021055,8.395279,-38.468613,-18.122314,,,,,,,
1528191380.695935,0.278874,0.762957,1.405474,-0.114304,-0.474612,-1.000410,0.198966,-0.691062,-0.694871,0.042687,0.209662,0.008348,8.719986,-38.372112,-18.454224,,,,,,,
1528191380.716089,0.285637,0.755632,1.383546,-0.169257,-0.359878,-0.754944,0.205082,-0.685749,-0.698348,0.099529,0.266941,0.079512,9.626297,-37.914101,-18.614716,,,,,,,
1528191380.736241,0.288223,0.746254,1.370396,-0.406105,-0.323834,-0.482996,0.208706,-0.678893,-0.703950,0.092167,0.383300,0.076814,9.833298,-37.748566,-19.054199,,,,,,,
1528191380.756394,0.283559,0.733950,1.367257,-0.641621,-0.338722,-0.149105,0.207742,-0.669808,-0.712882,0.095725,0.535134,0.064353,9.752945,-37.690472,-19.278198,,,,,,,
1528191380.776546,0.272079,0.719494,1.373929,-0.800346,-0.378830,0.144310,0.202126,-0.659004,-0.724472,0.112190,0.802498,-0.027390,9.888336,-37.455643,-19.706268,,,,,,,
1528191380.796700,0.255552,0.709389,1.386581,-0.369082,-0.413605,0.454486,0.191799,-0.651370,-0.734118,0.147694,0.964298,-0.246854,9.668564,-37.394684,-20.363495,,,,,,,
1528191380.816853,0.237765,0.722387,1.402668,1.103285,-0.274420,0.933542,0.176703,-0.661177,-0.729123,0.217371,0.982070,-0.459033,9.371719,-37.098988,-20.555878,,,,,,,
1528191380.837006,0.221398,0.771595,1.424585,2.769593,0.051144,1.609256,0.157405,-0.697280,-0.699303,0.250676,0.896452,-0.390342,8.375412,-37.918751,-19.699249,,,,,,,
1528191380.857159,0.196867,0.842827,1.465129,3.214348,0.341479,2.375260,0.130142,-0.746527,-0.652503,0.100830,0.478155,-0.005456,7.215332,-39.270073,-17.183746,,,,,,,
1528191380.877312,0.145992,0.930012,1.522837,2.412237,-0.790712,1.982691,0.086968,-0.801627,-0.591465,-0.491463,0.691199,1.628360,5.480530,-41.052353,-14.196594,,,,,,,
1528191380.897464,0.127109,0.915467,1.508562,-1.938274,-1.598625,-1.154045,0.077254,-0.792848,-0.604504,-0.338408,-0.938766,0.540569,4.420715,-41.827538,-12.765594,,,,,,,
1528191380.917617,0.149186,0.862339,1.486144,-2.629442,1.035853,-0.862993,0.096710,-0.759367,-0.643436,0.031952,-0.614138,0.178012,4.457291,-41.425224,-14.215698,,,,,,,
1528191380.937770,0.158730,0.806085,1.494096,-2.356616,0.763543,0.216824,0.109433,-0.721582,-0.683625,0.021183,-0.401465,-0.210418,5.486389,-40.461109,-16.163544,,,,,,,
1528191380.957923,0.166453,0.784231,1.502272,-0.519001,0.361574,-0.062640,0.117294,-0.706281,-0.698147,-0.148239,-0.175250,-0.510349,5.786804,-39.415680,-17.928772,,,,,,,
1528191380.978076,0.176975,0.782864,1.486218,0.271650,-0.141414,-0.872948,0.124803,-0.705312,-0.697824,-0.244920,0.010824,-0.204306,5.761063,-39.105339,-18.301208,,,,,,,
1528191380.998229,0.198152,0.787782,1.453353,0.507393,-0.060082,-1.142795,0.138867,-0.708790,-0.691616,-0.129666,-0.115550,-0.031620,6.322723,-39.184902,-18.373199,,,,,,,
1528191381.018382,0.222376,0.791681,1.417834,0.377102,-0.069158,-1.193138,0.154968,-0.711536,-0.685348,-0.046386,-0.017606,0.044189,7.241089,-39.171783,-17.971008,,,,,,,
1528191381.038535,0.243446,0.789754,1.383509,0.068472,-0.215334,-1.164663,0.169703,-0.710180,-0.683260,-0.006647,-0.005289,0.043749,8.181671,-39.197952,-17.702423,,,,,,,
1528191381.058686,0.259731,0.783102,1.354386,-0.131820,-0.191433,-1.002630,0.182016,-0.705481,-0.684957,-0.008188,-0.056192,0.039068,8.830994,-39.179348,-17.870209,,,,,,,
1528191381.078840,0.273654,0.773718,1.330480,-0.279315,-0.115212,-0.905681,0.193315,-0.698799,-0.688701,-0.030550,0.022927,0.043605,9.601486,-38.825390,-17.844727,,,,,,,
1528191381.098993,0.286772,0.762469,1.308771,-0.330657,-0.073493,-0.904684,0.204544,-0.690709,-0.693601,-0.022171,0.098195,0.020689,10.302277,-38.484459,-18.360504,,,,,,,
1528191381.119146,0.299781,0.751143,1.287143,-0.292106,-0.112098,-0.897158,0.215845,-0.682474,-0.698312,0.000067,0.137247,-0.013709,10.894089,-38.327499,-18.518250,,,,,,,
1528191381.139299,0.310765,0.741644,1.266289,-0.180108,-0.190382,-0.843615,0.225474,-0.675501,-0.702039,0.009648,0.143321,-0.016940,11.702805,-37.835915,-18.975708,,,,,,,
1528191381.159451,0.318821,0.733499,1.246750,-0.178499,-0.273678,-0.772060,0.232840,-0.669473,-0.705402,0.017694,0.162362,0.025470,12.612717,-37.354031,-19.520477,,,,,,,
1528191381.179605,0.323035,0.723861,1.231467,-0.350759,-0.290479,-0.624937,0.237848,-0.662283,-0.710500,0.025320,0.184377,0.058431,12.977783,-37.113327,-19.592590,,,,,,,
1528191381.199758,0.324273,0.711158,1.222832,-0.568981,-0.177463,-0.428785,0.241388,-0.652712,-0.718122,0.024573,0.229387,0.046552,13.059952,-36.678169,-20.140137,,,,,,,
1528191381.219911,0.322888,0.697255,1.220133,-0.623006,-0.141048,-0.240954,0.243250,-0.642115,-0.726992,0.045554,0.274318,-0.025084,13.384689,-36.213318,-20.546112,,,,,,,
1528191381.240062,0.320210,0.686931,1.221291,-0.395081,-0.068642,-0.046369,0.243376,-0.634167,-0.733894,0.067919,0.328442,-0.077111,13.307358,-36.021542,-20.841400,,,,,,,
1528191381.260216,0.317583,0.683702,1.223181,-0.036454,-0.088659,0.041635,0.242085,-0.631668,-0.736472,0.048687,0.394378,-0.101098,13.355652,-35.996677,-21.004456,,,,,,,
1528191381.280369,0.314288,0.687555,1.223459,0.290267,-0.207839,0.110406,0.238903,-0.634650,-0.734946,0.035633,0.490820,-0.074167,13.281540,-36.160786,-20.943451,,,,,,,
1528191381.300522,0.305881,0.696756,1.227174,0.423063,-0.328237,0.413820,0.230948,-0.641734,-0.731328,0.048059,0.575907,-0.036204,12.922562,-36.393242,-20.814728,,,,,,,
1528191381.320675,0.291006,0.710083,1.243130,0.483789,-0.108053,1.006393,0.217570,-0.651897,-0.726425,0.089848,0.698970,-0.037079,12.268768,-36.802036,-20.163177,,,,,,,
1528191381.340828,0.273291,0.730751,1.274733,0.824738,0.308259,1.670817,0.200989,-0.667429,-0.717037,0.135116,0.820917,-0.136067,10.988892,-37.449749,-19.648315,,,,,,,
1528191381.360981,0.252238,0.767419,1.318490,1.715343,0.451580,2.185441,0.179618,-0.694280,-0.696931,0.124444,0.816305,-0.243911,10.009903,-38.476559,-18.537872,,,,,,,
1528191381.381134,0.220422,0.824450,1.371539,2.579165,0.202148,2.604047,0.148449,-0.734175,-0.662533,0.036899,-0.064150,-0.197651,8.459244,-39.814049,-16.492920,,,,,,,
1528191381.401286,0.166034,0.897220,1.415919,1.116331,-0.459712,1.368143,0.103094,-0.781596,-0.615206,-0.764822,2.202540,2.714434,6.878571,-41.027206,-14.340881,,,,,,,
1528191381.421439,0.153213,0.867897,1.406078,-2.350460,-1.296187,-0.931492,0.098655,-0.762971,-0.638860,-0.067969,-0.470488,0.008412,6.607452,-40.869896,-15.052307,,,,,,,
1528191381.441592,0.160216,0.821524,1.396139,-1.864421,0.767108,-0.358032,0.108658,-0.732185,-0.672383,0.249161,-0.218148,-0.189067,6.825500,-40.045540,-16.782867,,,,,,,
1528191381.461745,0.165168,0.797492,1.406823,-0.755378,0.460558,0.531726,0.114847,-0.715606,-0.688998,0.077429,-0.151093,-0.376386,7.194595,-39.548157,-17.702332,,,,,,,
1528191381.481898,0.166826,0.803406,1.420917,0.604078,0.522686,0.386083,0.115284,-0.719725,-0.684620,-0.189961,0.030623,-0.164669,7.079681,-39.519146,-17.800812,,,,,,,
1528191381.502051,0.171995,0.815948,1.417420,0.582590,-0.014752,-0.256552,0.117267,-0.728376,-0.675068,-0.221515,-0.000598,0.029804,7.072952,-39.681385,-17.292419,,,,,,,
1528191381.522204,0.183073,0.822695,1.402257,0.296243,0.039746,-0.476862,0.123840,-0.732982,-0.668880,-0.115494,-0.290074,0.091015,7.498123,-39.755272,-17.145477,,,,,,,
1528191381.542356,0.194198,0.821281,1.389383,-0.162840,0.087609,-0.434743,0.131474,-0.732019,-0.668478,-0.047810,-0.238425,0.080907,7.683655,-39.679588,-16.921265,,,,,,,
1528191381.562510,0.203877,0.811120,1.376965,-0.527743,0.002297,-0.571845,0.139436,-0.725059,-0.674423,-0.036287,-0.121071,0.033233,8.019989,-39.720802,-17.124725,,,,,,,
1528191381.582662,0.215218,0.796291,1.362350,-0.640709,0.087289,-0.673435,0.149356,-0.714767,-0.683228,-0.002429,-0.084824,-0.003662,8.616440,-39.343601,-17.527924,,,,,,,
1528191381.602815,0.227959,0.781537,1.347680,-0.555064,0.108027,-0.634894,0.160415,-0.704371,-0.691468,0.032639,-0.052052,-0.056091,9.199570,-38.768795,-18.234497,,,,,,,
1528191381.622967,0.239257,0.770679,1.333050,-0.302662,0.020093,-0.647369,0.170019,-0.696622,-0.697001,-0.013601,-0.042590,-0.083974,9.432404,-38.545998,-18.513611,,,,,,,
1528191381.643121,0.251713,0.764644,1.314616,-0.042973,-0.022116,-0.746328,0.179731,-0.692280,-0.698888,-0.063826,-0.056499,-0.038997,9.955338,-38.344204,-18.537079,,,,,,,
1528191381.663274,0.266757,0.760622,1.292224,0.017929,-0.020021,-0.876504,0.190957,-0.689372,-0.698785,-0.083367,-0.016179,0.027322,10.309921,-38.156952,-18.433441,,,,,,,
1528191381.683427,0.282507,0.754748,1.267428,-0.078729,-0.093325,-0.966292,0.203064,-0.685105,-0.699569,-0.067902,0.019990,0.047087,11.027359,-37.922535,-18.639984,,,,,,,
1528191381.703579,0.296563,0.746150,1.242985,-0.209862,-0.149070,-0.949366,0.214590,-0.678816,-0.702253,-0.027335,0.051650,0.047147,11.508316,-37.596783,-18.870850,,,,,,,
1528191381.723732,0.306495,0.734947,1.223511,-0.387819,-0.137003,-0.767019,0.223835,-0.670548,-0.707293,0.015331,0.085679,0.046847,12.081451,-37.511425,-19.005402,,,,,,,
1528191381.743885,0.312743,0.721797,1.211384,-0.536781,-0.060338,-0.549421,0.230943,-0.660735,-0.714209,0.028274,0.178343,0.029853,12.705597,-37.076572,-19.452118,,,,,,,
1528191381.764037,0.316306,0.708225,1.204255,-0.544691,-0.055686,-0.417040,0.236254,-0.650487,-0.721839,0.031278,0.246815,-0.020425,13.000336,-36.558502,-20.112610,,,,,,,
1528191381.784190,0.317743,0.697662,1.199435,-0.366418,-0.098470,-0.285484,0.239425,-0.642428,-0.727985,0.050462,0.295901,-0.055600,13.415863,-36.265297,-20.322723,,,,,,,
1528191381.804343,0.317563,0.692200,1.196009,-0.125702,-0.120411,-0.160260,0.240385,-0.638232,-0.731351,0.047456,0.385181,-0.037555,13.460938,-36.022434,-20.667694,,,,,,,
1528191381.824496,0.315295,0.691906,1.194147,0.074178,-0.212761,-0.001977,0.238784,-0.638006,-0.732073,0.046616,0.500875,-0.015348,13.517929,-36.157776,-20.810211,,,,,,,
1528191381.844649,0.307637,0.695470,1.197622,0.140832,-0.304565,0.323766,0.232481,-0.640747,-0.731708,0.074526,0.625534,0.007739,13.513474,-36.364410,-20.821320,,,,,,,
1528191381.864802,0.290806,0.702171,1.212801,0.163873,-0.349268,0.866185,0.218897,-0.645877,-0.731387,0.079214,0.734500,-0.049908,13.252579,-36.637299,-20.837585,,,,,,,
1528191381.884955,0.267511,0.715646,1.242367,0.500861,-0.062029,1.492190,0.199483,-0.656105,-0.727827,0.087901,0.817635,-0.152025,12.558929,-36.846626,-20.722504,,,,,,,
1528191381.905108,0.242448,0.744491,1.285621,1.315395,0.326676,2.167881,0.176563,-0.677598,-0.713924,0.109662,0.784348,-0.293584,11.405487,-37.475246,-20.242981,,,,,,,
1528191381.925261,0.211614,0.793617,1.343853,2.227150,0.555782,2.779683,0.147294,-0.712894,-0.685628,0.030837,0.524433,-0.248866,10.048233,-38.384266,-19.078003,,,,,,,
1528191381.945413,0.153108,0.873108,1.428331,2.742066,-0.130061,3.074096,0.097980,-0.766330,-0.634932,0.044537,0.207492,0.684950,7.784500,-40.165943,-16.862274,,,,,,,
1528191381.965566,0.121337,0.878819,1.439794,-1.180873,-2.276980,-0.387425,0.077230,-0.769986,-0.633369,-0.267019,-0.791049,0.313545,5.889664,-41.139450,-14.753876,,,,,,,
1528191381.985719,0.113393,0.842385,1.430566,-1.795409,0.558834,-0.414489,0.075322,-0.746233,-0.661409,0.059260,-0.108701,0.289064,5.509293,-40.925438,-15.485107,,,,,,,
1528191382.005872,0.137657,0.809803,1.427857,-1.524154,0.865025,-0.186806,0.094634,-0.724152,-0.683117,0.056870,-0.039536,-0.302677,5.927032,-40.130894,-16.635742,,,,,,,
1528191382.026025,0.138580,0.788969,1.432789,-0.620795,0.080301,0.067552,0.097328,-0.709627,-0.697823,-0.090599,-0.067503,-0.190239,6.407471,-39.571156,-17.902344,,,,,,,
1528191382.046178,0.142459,0.789050,1.432478,0.256964,0.122453,-0.063751,0.100026,-0.709684,-0.697383,-0.138097,-0.197084,-0.136190,6.291199,-39.357128,-18.479950,,,,,,,
1528191382.066331,0.145896,0.794763,1.423562,0.299822,-0.254672,-0.399922,0.101831,-0.713697,-0.693013,-0.161203,-0.204546,-0.058452,6.561172,-39.357262,-18.215576,,,,,,,
1528191382.086484,0.152939,0.794989,1.408752,-0.067501,-0.083678,-0.533884,0.106685,-0.713856,-0.692118,-0.129909,-0.279110,0.050517,6.785629,-39.415241,-17.858459,,,,,,,
1528191382.106637,0.164321,0.786283,1.393873,-0.499699,0.082375,-0.614536,0.115568,-0.707732,-0.696964,-0.097197,-0.175706,0.028232,7.019287,-39.399307,-18.059540,,,,,,,
1528191382.126789,0.177275,0.771103,1.377714,-0.688178,0.073276,-0.721537,0.126466,-0.696926,-0.705904,-0.058885,-0.101001,-0.059508,7.187210,-39.027107,-18.339020,,,,,,,
1528191382.146942,0.191366,0.755919,1.360173,-0.555881,0.128102,-0.767288,0.138398,-0.685957,-0.714359,-0.046357,-0.047350,-0.089810,8.320038,-38.752472,-18.994995,,,,,,,
1528191382.167095,0.207343,0.744821,1.340995,-0.311814,0.144710,-0.802221,0.151351,-0.677840,-0.719462,-0.020781,0.033675,-0.089986,8.622314,-38.474937,-19.442291,,,,,,,
1528191382.187248,0.223834,0.738146,1.320188,-0.078011,0.116996,-0.816871,0.164195,-0.672918,-0.721264,-0.024119,0.050542,-0.055683,9.274948,-38.062737,-19.635834,,,,,,,
1528191382.207401,0.241003,0.734386,1.297568,0.035942,0.095302,-0.873310,0.177156,-0.670132,-0.720791,-0.065187,0.088650,0.011913,10.526505,-37.768082,-19.862762,,,,,,,
1528191382.227554,0.258470,0.729437,1.274389,-0.097588,0.071907,-0.866000,0.190564,-0.666450,-0.720784,-0.024640,0.080391,0.069768,11.078323,-37.631721,-19.837372,,,,,,,
1528191382.247707,0.271760,0.720943,1.256247,-0.317837,0.065416,-0.680497,0.201639,-0.660093,-0.723615,0.009513,0.123304,0.095136,11.621902,-37.530739,-20.229736,,,,,,,
1528191382.267860,0.278876,0.709048,1.246402,-0.543165,0.006764,-0.412787,0.208929,-0.651112,-0.729659,0.052058,0.189793,0.045440,12.097702,-37.098442,-20.574371,,,,,,,
1528191382.288013,0.280156,0.696308,1.243889,-0.580743,-0.029121,-0.180071,0.212139,-0.641390,-0.737303,0.066273,0.246920,-0.011888,12.219040,-36.740578,-21.143829,,,,,,,
1528191382.308166,0.278017,0.686247,1.245325,-0.417359,-0.070943,-0.042128,0.212322,-0.633638,-0.743923,0.045338,0.308840,-0.050678,12.041656,-36.434277,-21.427704,,,,,,,
