,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
35350,1.5289132058536184e+18,1,0,0,0,-0.51423,2.373745,-1.9863080000000002
35360,1.5289132060551905e+18,1,0,0,0,2.321964,1.9078689999999998,5.050064
35370,1.528913206256762e+18,1,0,0,0,-0.115469,-0.309794,-1.6488669999999999
35380,1.528913206458334e+18,1,0,0,0,-0.798678,-0.422083,-3.350486
35390,1.5289132066599058e+18,1,0,0,0,0.6211270000000001,0.130571,-0.015583000000000001
35400,1.5289132068614776e+18,1,0,0,0,0.032359,-2.306247,0.087818
35410,1.5289132070630497e+18,1,0,0,0,0.383409,-0.30580999999999997,-1.677066
35420,1.5289132072646213e+18,1,0,0,0,-2.2776240000000003,-1.8413970000000002,-2.688989
35430,1.5289132074661932e+18,1,0,0,0,1.571009,1.058111,-0.081871
35440,1.528913207667765e+18,1,0,0,0,1.263866,-1.89887,0.10421300000000001
35450,1.5289132078693368e+18,1,0,0,0,-1.192056,5.1986989999999995,1.444719
35460,1.528913208070909e+18,1,0,0,0,0.6274119999999999,2.8366689999999997,1.6338655
35470,1.5289132082724805e+18,1,0,0,0,2.4468799999999997,0.47463900000000003,1.8230119999999999
35480,1.5289132084740524e+18,1,0,0,0,-1.145158,-0.886942,-0.909061
35490,1.5289132086756242e+18,1,0,0,0,0.656878,1.186663,0.939774
35500,1.528913208877196e+18,1,0,0,0,0.011922,0.142729,-1.3391870000000001
35510,1.528913209078768e+18,1,0,0,0,0.0393315,-0.14140750000000002,-1.7613470000000002
35520,1.5289132092803397e+18,1,0,0,0,0.066741,-0.425544,-2.183507
35530,1.5289132094819116e+18,1,0,0,0,-2.896875,-1.8603560000000001,-2.807203
35540,1.5289132096834834e+18,1,0,0,0,2.382858,2.071016,0.27124000000000004
35550,1.5289132098850552e+18,1,0,0,0,0.693814,-3.033921,1.123385
35560,1.528913210086627e+18,1,0,0,0,-0.902969,0.206023,0.422362
35570,1.528913210288199e+18,1,0,0,0,-2.715782,-2.859067,-3.3832760000000004
35580,1.5289132104897708e+18,1,0,0,0,1.243206,-1.536108,1.152552
35590,1.5289132106913426e+18,1,0,0,0,0.029782,-1.42495,-1.000343
35600,1.5289132108929144e+18,1,0,0,0,-0.761204,5.4303589999999975,2.0879369999999997
