,timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix).1,User Mark,timestamp
10,1528282412.872469,0.238617,0.249111,2.95439,0.183453,-0.140206,0.289878,0.22906300000000002,-0.246542,-0.941672,0.099199,-0.001505,0.048576,-5.87027,-12.935543,-24.778107000000002,,,,,,,,1528282412.872469
11,1528282412.892626,0.23655,0.252164,2.95854,0.070361,-0.047774000000000004,0.206432,0.226938,-0.2495,-0.941408,0.066122,-0.002254,0.034089999999999995,-5.908478,-13.24295,-24.556763,,,,,,,,1528282412.892626
12,1528282412.912783,0.236238,0.25360900000000003,2.960934,0.046064,-0.024765000000000002,0.10603699999999999,0.22655999999999998,-0.250899,-0.941127,0.068453,-0.001039,0.031093,-6.239685,-13.275332999999998,-24.480835,,,,,,,,1528282412.912783
13,1528282412.93294,0.23526,0.25608600000000004,2.962212,0.158422,-0.125433,0.11474100000000001,0.22549499999999997,-0.253296,-0.9407409999999999,0.09765599999999999,0.021378,0.026312000000000002,-6.287537,-13.280551999999998,-24.40683,,,,,,,,1528282412.93294
14,1528282412.953097,0.2311,0.262234,2.964705,0.32579600000000003,-0.250128,0.245232,0.22121799999999997,-0.259239,-0.9401370000000001,0.087375,0.017936,0.0164,-6.508026,-13.369789,-24.345367,,,,,,,,1528282412.953097
15,1528282412.973254,0.22567199999999998,0.27061599999999997,2.968352,0.370302,-0.25108,0.268779,0.21561799999999998,-0.267325,-0.9391729999999999,0.029636000000000003,-0.003229,0.00020800000000000001,-6.63652,-13.559643,-24.003906,,,,,,,,1528282412.973254
16,1528282412.993412,0.22181199999999998,0.278095,2.970428,0.32853000000000004,-0.166643,0.142724,0.21154499999999998,-0.274524,-0.9380219999999999,0.022982,-0.008297,-0.052990999999999996,-6.890610000000001,-13.61171,-24.024719,,,,,,,,1528282412.993412
17,1528282413.0135689,0.222733,0.283957,2.9706580000000002,0.288198,0.076791,0.094565,0.21205,-0.280156,-0.936241,0.048219,-0.001811,-0.046822,-7.004592999999999,-13.813591,-23.903107000000002,,,,,,,,1528282413.0135689
18,1528282413.033726,0.22561900000000001,0.289867,2.972343,0.305576,0.10425999999999999,0.21630100000000002,0.214377,-0.285825,-0.933995,0.051599,-0.00223,-0.067058,-6.901306,-13.874264000000002,-23.729614,,,,,,,,1528282413.033726
19,1528282413.053883,0.22673600000000002,0.297806,2.9761,0.382981,0.089267,0.28152699999999997,0.214903,-0.29342399999999996,-0.931514,0.043077,-0.029758,-0.035572,-7.114578,-13.821948999999998,-23.575775,,,,,,,,1528282413.053883
20,1528282413.0740411,0.225187,0.306748,2.978478,0.433646,-0.17363499999999998,0.149263,0.21286599999999997,-0.30196,-0.929251,0.049998,-0.042309,-0.06034199999999999,-7.393936,-14.066021,-23.382263000000002,,,,,,,,1528282413.0740411
21,1528282413.094198,0.217369,0.315232,2.976443,0.438884,-0.5342439999999999,-0.089803,0.205035,-0.310037,-0.9283520000000001,0.058195000000000004,-0.024023,-0.099236,-7.4423070000000004,-14.328693,-23.218567,,,,,,,,1528282413.094198
22,1528282413.114355,0.20785599999999999,0.322756,2.971104,0.41141700000000003,-0.521077,-0.16564700000000002,0.195707,-0.317182,-0.927952,0.08871699999999999,-0.019563999999999998,-0.1414,-7.600494,-14.431961,-23.02478,,,,,,,,1528282413.114355
23,1528282413.134512,0.200826,0.32969299999999996,2.968254,0.328435,-0.336142,0.0125,0.18873499999999999,-0.323752,-0.927126,0.040527999999999995,-0.013466999999999998,-0.127164,-7.431732000000001,-14.678425,-23.008910999999998,,,,,,,,1528282413.134512
24,1528282413.154669,0.195574,0.334811,2.969409,0.17693599999999998,-0.18470899999999998,0.141467,0.183539,-0.32859099999999997,-0.926467,0.030619,0.008034,-0.085465,-7.846252000000001,-14.598747,-22.777527,,,,,,,,1528282413.154669
25,1528282413.1748269,0.19056199999999998,0.337441,2.9732,0.070759,-0.214902,0.241698,0.178729,-0.331073,-0.926524,0.039304,-0.0019190000000000001,-0.090932,-8.293686,-14.672210999999999,-22.512451000000002,,,,,,,,1528282413.1748269
26,,,,,,,,,,,,,,,,,52.334802,4.867099,-2.127046,-1.0,-1.0,1528282413.107506,,1528282413.107506
