,timestamp,x,y,z
0,1528290428143416,-0.001347,-0.002172,0.00055
1,1528290412539299,0.0,0.0,0.0
2,1528290428163569,-0.001049,-0.002434,0.0014349999999999999
3,1528290421539299,0.0,0.0,0.0
4,1528290428162477,0.0,0.0,0.0
5,1528290428183721,0.0005610000000000001,-0.002074,0.0005650000000000001
6,1528290428203874,-0.001759,-0.001632,0.0019379999999999998
7,1528290428165643,0.0,0.0,0.0
8,1528290428224026,-0.001208,-0.002246,0.000412
9,1528290428244177,-0.00093,-0.0021030000000000003,0.001175
10,1528290428264331,-0.000434,-0.002037,0.001633
11,1528290428284483,-0.0018969999999999998,-0.001356,0.001206
12,1528290428304636,-0.0009550000000000001,-0.00126,0.00203
13,1528290428324788,-0.001459,-0.002414,0.001648
14,1528290428344940,-0.0005639999999999999,-0.002332,0.00145
15,1528290428365093,-0.000874,-0.002203,0.002503
16,1528290428385244,-0.000664,-0.002072,0.001023
17,1528290428405397,-0.0009429999999999999,-0.0015140000000000002,0.001542
18,1528290428425550,-0.0009630000000000001,-0.001372,0.001816
19,1528290428445701,-0.0009279999999999999,-0.0023989999999999997,0.0023350000000000003
20,1528290428465855,-0.00011499999999999999,-0.002542,0.000886
21,1528290428486007,5.2000000000000004e-05,-0.00236,0.0011300000000000001
22,1528290428506159,-0.000646,-0.0009689999999999999,0.001832
23,1528290428526311,-0.0009460000000000001,-0.002173,0.002107
24,1528290428546465,-0.000648,-0.0020989999999999997,0.0017100000000000001
25,1528290428566617,-0.000839,-0.0019210000000000002,0.001603
26,1528290428586769,9.499999999999999e-05,-0.001348,0.0016179999999999999
27,1528290428540691,0.0,0.0,0.0
28,1528290428606922,-0.000734,-0.001145,0.002473
29,1528290428627075,-0.000708,-0.0012230000000000001,0.001893
30,1528290428647227,-0.001436,-0.0005110000000000001,0.001939
31,1528290428667379,-0.001073,-0.001907,0.0021219999999999998
32,1528290428687532,-0.001457,-0.0034100000000000003,0.002473
33,1528290428707684,-4.4e-05,-0.002248,0.002137
34,1528290428727836,-0.001225,-0.001773,0.002793
35,1528290428747989,-0.0018059999999999999,-0.00143,0.0029
36,1528290428768141,-0.00144,-0.0016420000000000002,0.001954
37,1528290428788293,-0.00041,-0.00242,0.002519
38,1528290428808446,-0.001906,-0.002081,0.002931
39,1528290428828598,-0.00105,-0.0018390000000000001,0.0007030000000000001
40,1528290428848751,-0.000944,-0.002739,0.001756
41,1528290428868903,-0.001126,-0.00233,0.002397
42,1528290428889056,-0.001132,-0.0019690000000000003,0.0018170000000000003
43,1528290428909208,-0.0012900000000000001,-0.00172,0.0039840000000000006
44,1528290428929360,-0.0018440000000000002,-0.001585,0.006411
45,1528290428949513,-0.0014140000000000001,-0.003069,-0.020658000000000003
46,1528290428969665,-0.000526,0.0007480000000000001,0.019716
47,1528290428989817,-3.7e-05,-0.002719,-0.008116
48,1528290429009970,0.00023199999999999997,-0.002121,0.010865999999999999
49,1528290429030122,-0.0011769999999999999,-0.003208,-0.0071849999999999995
50,1528290429050275,-0.001962,-0.0020399999999999997,0.0074329999999999995
51,1528290429070427,-0.001553,0.00135,-0.002225
52,1528290429090578,-0.001093,-0.003401,0.004214
53,1528290429110732,-0.000717,-0.001757,0.002261
54,1528290429130884,5.1e-05,-0.0016539999999999999,0.004764
55,1528290429151037,-0.001019,-0.002888,-0.00048499999999999997
56,1528290429171189,-0.000537,-0.00025499999999999996,-0.006741
57,1528290429191341,-0.001486,-0.001602,0.006336
58,1528290429211494,-0.00045,-0.002863,0.005436
59,1528290429231646,-0.0011619999999999998,-0.0011539999999999999,-0.005398
60,1528290429251799,-0.0009109999999999999,-0.003089,0.0026899999999999997
61,1528290429271951,-0.0010019999999999999,-0.0009660000000000001,-0.001201
62,1528290429292102,-0.001126,-0.00058,-0.001507
63,1528290429312256,-0.0024230000000000002,-0.0032840000000000005,0.005406
64,1528290429332408,-0.0013650000000000001,-0.0032549999999999996,0.001637
