,timestamp,x,y,z
0,1528282412,0.020521,0.058327,-0.026189
1,1528282412,-0.020819,0.042043,0.013316
2,1528282412,-0.013988999999999998,0.007047,0.00635
3,1528282412,0.035375,0.016334,0.049423
4,1528282412,0.070989,0.01622,0.092319
5,1528282412,0.09797,0.018424,0.098842
6,1528282412,0.086516,0.012152,0.088502
7,1528282412,0.099199,-0.001505,0.048576
8,1528282412,0.066122,-0.002254,0.034089999999999995
9,1528282412,0.068453,-0.001039,0.031093
10,1528282412,0.097656,0.021378,0.026312
11,1528282412,0.087375,0.017936,0.0164
12,1528282412,0.029636000000000006,-0.003229,0.000208
13,1528282412,0.022982,-0.008297,-0.052991
14,1528282413,0.048219,-0.001811,-0.046822
15,1528282413,0.051599,-0.00223,-0.067058
16,1528282413,0.043077,-0.029758,-0.035572
17,1528282413,0.049998,-0.042309,-0.060341999999999986
18,1528282413,0.058195,-0.024023,-0.099236
19,1528282413,0.08871699999999999,-0.019564,-0.1414
20,1528282413,0.040528,-0.013466999999999998,-0.127164
21,1528282413,0.030619,0.008034,-0.085465
22,1528282413,0.039304,-0.001919,-0.090932
23,1528282413,0.000101,0.016447,-0.0108
24,1528282413,-0.05746900000000001,0.05295,0.035802
25,1528282413,-0.048751,0.071004,0.06777899999999999
26,1528282413,0.050969,0.001319,0.014901
27,1528282413,-0.00412,0.05009,0.029539
28,1528282413,-0.095699,0.093466,0.034339
29,1528282413,-0.096204,0.03279,0.060036
30,1528282413,-0.125944,0.121546,0.081709
31,1528282413,-0.135572,0.141539,0.164623
32,1528282413,-0.08734700000000001,0.066092,0.145066
33,1528282413,-0.060491,0.006871,0.073989
34,1528282413,0.031348,-0.000353,0.053675
35,1528282413,-0.040805,-0.021278,0.04285
36,1528282413,0.024203,-0.068772,0.094346
37,1528282413,-0.024314,-0.076971,0.210935
38,1528282413,-0.077388,-0.025053,0.172498
39,1528282413,-0.054191,-0.023873,0.033206
40,1528282413,0.008056,-0.062538,-0.061082
41,1528282413,-0.016694999999999998,-0.053875,0.015589
42,1528282413,-0.058797,0.004236,0.157499
43,1528282413,-0.049738,0.025089,0.159958
44,1528282413,-0.02251,-0.022263,0.102319
45,1528282413,-0.024218,-0.06313200000000001,0.033832999999999995
46,1528282413,0.018701,-0.046815,-0.075304
47,1528282413,0.123019,-0.057727,-0.09136
48,1528282413,0.073216,-0.10286,-0.016846
49,1528282413,-0.044842,-0.100781,0.003625
50,1528282413,-0.044254,0.0006309999999999999,-0.059741
51,1528282413,0.040438,-0.03825,-0.153391
52,1528282413,0.031087,-0.02195,-0.259232
53,1528282413,-0.009319,0.034562,-0.31673
54,1528282413,-0.018071,0.054674,-0.301537
55,1528282413,0.017087,0.006372,-0.245617
56,1528282413,-0.046452,0.015466,-0.152842
57,1528282413,-0.049282,0.03726,-0.050784
58,1528282413,-0.031388,0.111948,-0.140211
59,1528282413,-0.038155,0.114926,-0.15274300000000002
60,1528282413,-0.021698,0.144327,-0.047369
61,1528282413,-0.012388,0.117422,0.080695
62,1528282413,0.061815,0.05888300000000001,0.149881
63,1528282414,0.050144,0.031068,0.101667
64,1528282414,0.018302,0.08190599999999999,-0.055304
65,1528282414,-0.006196,0.109083,0.001183
66,1528282414,0.04448,0.087826,0.038529
67,1528282414,0.069906,0.06763999999999999,0.15547
68,1528282414,0.002466,0.041816000000000006,0.20326
69,1528282414,-0.023612,0.07823300000000001,0.16641199999999998
70,1528282414,0.004427,-0.026626,0.087896
71,1528282414,0.030811,0.042509,-0.025405
72,1528282414,0.101146,-0.001987,0.026338
73,1528282414,0.108684,0.106808,0.120792
74,1528282414,0.03991,-0.060367,0.162841
75,1528282414,-0.009816,-0.018357,0.13460899999999998
76,1528282414,0.066242,-0.020787,0.031072
77,1528282414,0.13228299999999998,-0.023712,-0.052032
78,1528282414,0.075738,0.056861,-0.084819
79,1528282414,0.001011,-0.019962,-0.05586
80,1528282414,-0.185416,0.057196,0.05701000000000001
81,1528282414,-0.07141499999999999,-0.100347,0.033253
82,1528282414,0.01522,-0.157846,-0.026813
83,1528282414,0.158393,-0.144154,-0.121337
84,1528282414,0.031897,-0.088237,-0.1468
85,1528282414,-0.004039,-0.130421,-0.064065
86,1528282414,-0.054734000000000005,-0.075448,-0.04866
87,1528282414,-0.004435000000000001,-0.044038,-0.117657
88,1528282414,0.056352,0.008579999999999999,-0.160108
89,1528282414,0.121417,0.032666,-0.15673299999999998
90,1528282414,0.12620499999999998,0.065205,-0.149546
91,1528282414,0.074408,0.06644299999999999,-0.120857
92,1528282414,0.057485,0.051779999999999986,-0.08792
93,1528282414,0.009627,0.030599,-0.059675
94,1528282414,0.015855,0.042599,-0.067438
95,1528282414,0.030568,0.028333,-0.076628
96,1528282414,-0.031409,0.030935,-0.024102
97,1528282414,-0.065954,0.036353,-0.024367
98,1528282414,-0.075704,0.058319,-0.02804
99,1528282414,-0.038749,0.046095,-0.031074
100,1528282414,-0.055049,0.0557,-0.009567
101,1528282414,-0.085117,0.067723,0.015008
102,1528282414,-0.069605,0.031838,0.131658
103,1528282414,-0.044514,-0.062876,0.16589600000000002
104,1528282414,-0.10119,0.049469,0.124831
105,1528282414,-0.07343,0.08196200000000001,0.130047
106,1528282414,-0.117901,0.106172,0.098393
107,1528282414,-0.082099,0.036546,0.060524
108,1528282414,-0.08126699999999999,-0.010421,0.080218
109,1528282414,-0.134016,0.017983000000000002,0.140086
110,1528282414,-0.161031,0.034093,0.133034
111,1528282414,-0.176284,0.003852,0.118201
112,1528282414,-0.158974,0.050319,0.042852
113,1528282415,-0.100215,-0.042805,0.030182
114,1528282415,-0.169743,-0.004362,0.017357
115,1528282415,-0.205595,0.02663,0.057265
116,1528282415,-0.138352,0.0062840000000000005,0.058814
117,1528282415,-0.107406,0.036254,0.055487
118,1528282415,-0.106841,0.064398,0.029803
119,1528282415,-0.051106,-0.096356,-0.098656
120,1528282415,-0.160155,0.040927,-0.042512
121,1528282415,-0.207533,-0.008941,-0.087154
122,1528282415,-0.180869,-0.000713,-0.05710800000000001
123,1528282415,-0.054632000000000014,0.012592,-0.035651
124,1528282415,0.043441,0.006904,-0.034259
125,1528282415,-0.000545,0.066294,-0.023168
126,1528282415,-0.001018,0.109572,-0.031749
127,1528282415,0.032649,0.129425,-0.034565
128,1528282415,0.08797200000000001,0.134549,-0.063432
129,1528282415,0.108164,0.16937,-0.15626099999999998
130,1528282415,0.08727,0.153858,-0.15847
131,1528282415,0.095287,0.090118,-0.017809000000000002
132,1528282415,0.056329,0.244854,0.044188
133,1528282415,0.115045,0.03107,-0.016008
134,1528282415,0.03802,-0.020419,-0.116399
135,1528282415,-0.006986,0.106974,-0.006028
136,1528282415,0.045837,0.068628,0.051391999999999986
137,1528282415,0.065735,0.004123,0.057349
138,1528282415,0.127881,-0.038556,0.050789
139,1528282415,0.13477999999999998,0.040599,0.035498
140,1528282415,0.12599200000000002,0.007414,0.023986
141,1528282415,0.08521799999999999,0.004936,-0.008953000000000001
142,1528282415,0.055396,-0.009736,-0.013517
143,1528282415,0.038707,0.000509,-0.013907
144,1528282415,0.014397,0.030424,0.018809
145,1528282415,-0.001307,-0.003102,-0.0025440000000000003
146,1528282415,-0.0094,-0.019706,-0.013168
147,1528282415,0.007106,0.012026,-0.047215
148,1528282415,0.097189,-0.01557,-0.091133
149,1528282415,0.126771,-0.018891,-0.091527
150,1528282415,0.033554,0.027675,-0.077683
151,1528282415,-0.033322000000000004,-0.003357,-0.073075
152,1528282415,-0.028588,-0.035891,-0.077712
153,1528282415,-0.022985,-0.047915,-0.111002
154,1528282415,-0.044395,-0.066079,-0.180768
155,1528282415,-0.123099,-0.001879,-0.247258
156,1528282415,-0.223911,0.049228,-0.287072
157,1528282415,-0.210689,0.063863,-0.19861
158,1528282415,-0.1668,0.07024,-0.091478
