,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,yaw,pitch,roll
30460,1.528913107284989e+18,1,0,0,0,1.151991,-1.521551,-0.9899709999999999
30470,1.5289131074865605e+18,1,0,0,0,-2.902181,-1.138929,1.177241
30480,1.5289131076881324e+18,1,0,0,0,-2.793574,-1.1679760000000001,1.489359
30490,1.5289131078897042e+18,1,0,0,0,-0.5382170000000001,-1.356855,-2.687922
30500,1.528913108091276e+18,1,0,0,0,-2.850133,-1.2000540000000002,1.467058
30510,1.528913108292848e+18,1,0,0,0,-2.932916,-1.2070239999999999,1.080623
30520,1.5289131084944197e+18,1,0,0,0,-2.28219,-1.321257,1.971436
30530,1.5289131086959916e+18,1,0,0,0,-0.06801900000000001,-1.427254,-2.2055580000000004
30540,1.5289131088975634e+18,1,0,0,0,-2.926037,-1.152647,1.229334
30550,1.5289131090991352e+18,1,0,0,0,-2.116742,-1.269523,1.9323695
30560,1.528913109300707e+18,1,0,0,0,-1.307447,-1.386399,2.635405
30570,1.528913109502279e+18,1,0,0,0,3.05725,-1.53252,0.848841
30580,1.5289131097038508e+18,1,0,0,0,-2.921406,-1.15825,1.112456
30590,1.5289131099054226e+18,1,0,0,0,-2.75928,-1.145071,1.509587
30600,1.5289131101069944e+18,1,0,0,0,-0.531215,-1.365322,-2.686779
30610,1.5289131103085665e+18,1,0,0,0,-2.926822,-1.296171,1.337664
30620,1.528913110510138e+18,1,0,0,0,-2.997005,-1.274563,0.949156
30630,1.52891311071171e+18,1,0,0,0,-2.492022,-1.31227,1.6997950000000002
30640,1.5289131109132818e+18,1,0,0,0,-0.080447,-1.413024,-2.265774
30650,1.5289131111148536e+18,1,0,0,0,-2.785214,-1.172841,1.402008
30660,1.5289131113164257e+18,1,0,0,0,3.113283,-1.254664,0.859089
30670,1.5289131115179973e+18,1,0,0,0,-1.479452,-1.414216,2.604749
30680,1.5289131117195692e+18,1,0,0,0,-0.6783170000000001,-1.5388819999999999,-2.847798
30690,1.528913111921141e+18,1,0,0,0,-2.8368580000000003,-1.10133,1.246652
30700,1.5289131121227128e+18,1,0,0,0,-2.8552400000000002,-1.2071889999999998,1.408188
30710,1.528913112324285e+18,1,0,0,0,-0.8464940000000001,-1.3772739999999999,-3.028491
30720,1.5289131125258565e+18,1,0,0,0,-2.796566,-1.386364,1.411441
30730,1.5289131127274284e+18,1,0,0,0,-2.926199,-1.246378,1.1360139999999999
30740,1.5289131129290002e+18,1,0,0,0,-2.698529,-1.301261,1.6614689999999999
30750,1.528913113130572e+18,1,0,0,0,-0.335563,-1.4209180000000001,-2.441697
30760,1.528913113332144e+18,1,0,0,0,-2.830171,-1.229043,1.4825549999999998
30770,1.5289131135337157e+18,1,0,0,0,3.135154,-1.251525,0.8018890000000001
30780,1.5289131137352876e+18,1,0,0,0,-1.941791,-1.39542,2.165764
30790,1.5289131139368594e+18,1,0,0,0,-0.11601099999999999,-1.4859149999999999,-2.303309
30800,1.5289131141384312e+18,1,0,0,0,-2.956136,-1.2119959999999999,1.155735
30810,1.528913114340003e+18,1,0,0,0,-2.90908,-1.187034,1.104573
30820,1.528913114541575e+18,1,0,0,0,-1.129319,-1.3807639999999999,2.885168
30830,1.5289131147431468e+18,1,0,0,0,-2.470479,-1.483741,1.603797
30840,1.5289131149447186e+18,1,0,0,0,-2.846865,-1.244635,1.216828
30850,1.5289131151462904e+18,1,0,0,0,-2.690994,-1.2306290000000002,1.530529
30860,1.5289131153478625e+18,1,0,0,0,-0.658518,-1.3632549999999999,-2.875212
30870,1.528913115549434e+18,1,0,0,0,-2.679247,-1.176375,1.6498220000000001
30880,1.528913115751006e+18,1,0,0,0,-2.797715,-1.265517,1.114892
30890,1.5289131159525778e+18,1,0,0,0,-1.873,-1.3431110000000002,2.250531
30900,1.5289131161541496e+18,1,0,0,0,-0.33766599999999997,-1.4514479999999998,-2.417555
30910,1.5289131163557217e+18,1,0,0,0,-2.88309,-1.154101,1.345032
30920,1.5289131165572933e+18,1,0,0,0,-2.998749,-1.2732350000000001,1.0599049999999999
30930,1.5289131167588652e+18,1,0,0,0,-1.226992,-1.393728,2.8532509999999998
30940,1.528913116960437e+18,1,0,0,0,0.8370299999999999,-1.5343,-1.32766
30950,1.5289131171620088e+18,1,0,0,0,-3.023002,-1.256481,1.093605
30960,1.528913117363581e+18,1,0,0,0,-2.961477,-1.27491,1.367866
30970,1.5289131175651525e+18,1,0,0,0,-0.388115,-1.3771149999999999,-2.5604720000000003
30980,1.5289131177667244e+18,1,0,0,0,-3.1098220000000003,-1.387099,1.124423
30990,1.5289131179682962e+18,1,0,0,0,-3.1166709999999997,-1.281749,0.889656
31000,1.528913118169868e+18,1,0,0,0,-2.662084,-1.278689,1.491269
31010,1.52891311837144e+18,1,0,0,0,-0.297169,-1.396352,-2.624596
31020,1.5289131185730117e+18,1,0,0,0,-2.705337,-1.191403,1.437997
31030,1.5289131187745836e+18,1,0,0,0,-2.993722,-1.236329,0.871685
31040,1.5289131189761554e+18,1,0,0,0,-1.4278629999999999,-1.407151,2.495742
31050,1.5289131191777272e+18,1,0,0,0,-0.307192,-1.517356,-2.593529
31060,1.528913119379299e+18,1,0,0,0,-2.826363,-1.204477,1.2058520000000001
31070,1.528913119580871e+18,1,0,0,0,-2.7592369999999997,-1.2609489999999999,1.3679290000000002
31080,1.5289131197824428e+18,1,0,0,0,-0.419513,-1.384695,-2.704151
31090,1.5289131199840146e+18,1,0,0,0,-2.872744,-1.376319,1.185804
31100,1.5289131201855864e+18,1,0,0,0,-2.819079,-1.243219,1.141153
31110,1.5289131203871585e+18,1,0,0,0,-2.696373,-1.227315,1.515096
31120,1.52891312058873e+18,1,0,0,0,-0.15351800000000002,-1.357868,-2.421649
31130,1.528913120790302e+18,1,0,0,0,-2.649451,-1.1816360000000001,1.498721
31140,1.5289131209918738e+18,1,0,0,0,-3.043705,-1.260034,0.836225
31150,1.5289131211934456e+18,1,0,0,0,-1.802844,-1.37781,2.097573
31160,1.5289131213950177e+18,1,0,0,0,-0.016909999999999998,-1.382044,-2.2484740000000003
31170,1.5289131215965893e+18,1,0,0,0,-2.8132490000000003,-1.224353,1.284967
31180,1.5289131217981612e+18,1,0,0,0,-2.867669,-1.294506,1.0614350000000001
31190,1.528913121999733e+18,1,0,0,0,-0.8569680000000001,-1.381764,3.067405
31200,1.5289131222013048e+18,1,0,0,0,-2.9807770000000002,-1.44012,1.008211
31210,1.528913122402877e+18,1,0,0,0,-2.799179,-1.1677959999999998,1.178557
31220,1.5289131226044485e+18,1,0,0,0,-2.6906369999999997,-1.1781629999999998,1.490702
31230,1.5289131228060204e+18,1,0,0,0,-0.4753770000000001,-1.368876,-2.7102619999999997
31240,1.5289131230075922e+18,1,0,0,0,-2.782088,-1.20061,1.498742
31250,1.528913123209164e+18,1,0,0,0,3.1082560000000004,-1.271327,0.756432
31260,1.528913123410736e+18,1,0,0,0,-2.533829,-1.353774,1.7080799999999998
31270,1.5289131236123077e+18,1,0,0,0,0.084483,-1.416548,-2.145824
31280,1.5289131238138796e+18,1,0,0,0,-2.8677,-1.164268,1.224106
31290,1.5289131240154514e+18,1,0,0,0,-2.999561,-1.20201,0.966082
31300,1.5289131242170232e+18,1,0,0,0,-0.9626540000000001,-1.434684,2.8563560000000003
31310,1.528913124418595e+18,1,0,0,0,0.8415459999999999,-1.500691,-1.5019799999999999
31320,1.528913124620167e+18,1,0,0,0,-2.794998,-1.176339,1.218566
31330,1.5289131248217388e+18,1,0,0,0,-2.6149459999999998,-1.1528209999999999,1.57902
31340,1.5289131250233106e+18,1,0,0,0,-0.620508,-1.413365,-2.891825
31350,1.5289131252248824e+18,1,0,0,0,-2.698734,-1.239737,1.505264
31360,1.5289131254264545e+18,1,0,0,0,-2.599877,-1.2515555,1.5919805
31370,1.528913125628026e+18,1,0,0,0,-2.50102,-1.263374,1.678697
31380,1.528913125829598e+18,1,0,0,0,-0.279055,-1.4467729999999999,-2.602598
31390,1.5289131260311698e+18,1,0,0,0,-2.7163619999999997,-1.127926,1.308448
31400,1.5289131262327416e+18,1,0,0,0,-2.826651,-1.160938,0.940818
31410,1.5289131264343137e+18,1,0,0,0,-1.4180495,-1.326234,-0.7133105000000001
31420,1.5289131266358853e+18,1,0,0,0,-0.009448,-1.49153,-2.367439
31430,1.5289131268374572e+18,1,0,0,0,-2.791193,-1.137166,1.171992
31440,1.528913127039029e+18,1,0,0,0,-2.7254560000000003,-1.1892200000000002,1.382269
31450,1.5289131272406008e+18,1,0,0,0,-0.518546,-1.369474,-2.840908
31460,1.528913127442173e+18,1,0,0,0,-2.672907,-1.418175,1.394206
31470,1.5289131276437445e+18,1,0,0,0,-2.7274380000000003,-1.21389,1.1613360000000001
31480,1.5289131278453164e+18,1,0,0,0,-2.4255240000000002,-1.182129,1.675416
31490,1.5289131280468882e+18,1,0,0,0,-0.5157470000000001,-1.38106,-2.874014
31500,1.52891312824846e+18,1,0,0,0,-2.714053,-1.169776,1.421698
31510,1.528913128450032e+18,1,0,0,0,-2.9958110000000002,-1.227061,0.7857529999999999
31520,1.5289131286516037e+18,1,0,0,0,-1.876321,-1.367327,2.146521
31530,1.5289131288531756e+18,1,0,0,0,0.181029,-1.416671,-2.064694
31540,1.5289131290547474e+18,1,0,0,0,-2.820535,-1.159108,1.203295
31550,1.5289131292563192e+18,1,0,0,0,-2.76778,-1.222431,1.192653
31560,1.528913129457891e+18,1,0,0,0,-0.794568,-1.403625,3.1152130000000002
31570,1.528913129659463e+18,1,0,0,0,2.70093,-1.516816,0.409934
31580,1.5289131298610348e+18,1,0,0,0,-2.8881740000000002,-1.2489709999999998,1.042804
31590,1.5289131300626066e+18,1,0,0,0,-2.745072,-1.1911100000000001,1.446142
31600,1.5289131302641784e+18,1,0,0,0,-0.146049,-1.392307,-2.505127
31610,1.5289131304657505e+18,1,0,0,0,-2.688236,-1.177625,1.44039
31620,1.528913130667322e+18,1,0,0,0,-3.042378,-1.280513,0.795125
31630,1.528913130868894e+18,1,0,0,0,-2.5954669999999997,-1.374342,1.412635
31640,1.5289131310704658e+18,1,0,0,0,0.258038,-1.4059629999999999,-2.051304
31650,1.5289131312720376e+18,1,0,0,0,-2.7284029999999997,-1.19592,1.216008
31660,1.5289131314736097e+18,1,0,0,0,-2.703096,-1.191537,1.155806
31670,1.5289131316751813e+18,1,0,0,0,-1.221511,-1.411324,2.542897
31680,1.5289131318767532e+18,1,0,0,0,2.311656,-1.5396729999999998,-0.114001
31690,1.528913132078325e+18,1,0,0,0,-2.7744779999999998,-1.193784,1.02118
31700,1.5289131322798968e+18,1,0,0,0,-2.549889,-1.10289,1.295342
31710,1.528913132481469e+18,1,0,0,0,-0.30608,-1.384142,-2.791546
31720,1.5289131326830405e+18,1,0,0,0,-2.508484,-1.24138,1.5157370000000001
31730,1.5289131328846124e+18,1,0,0,0,-2.864471,-1.245217,0.869242
31740,1.5289131330861842e+18,1,0,0,0,-2.110306,-1.339855,1.762302
31750,1.528913133287756e+18,1,0,0,0,0.137657,-1.473206,-2.25296
31760,1.528913133489328e+18,1,0,0,0,-2.622904,-1.165662,1.243274
31770,1.5289131336908997e+18,1,0,0,0,-2.918196,-1.249815,0.796755
31780,1.5289131338924716e+18,1,0,0,0,-0.857036,-1.431081,2.827123
31790,1.5289131340940434e+18,1,0,0,0,2.688616,-1.5193159999999999,0.147919
31800,1.5289131342956152e+18,1,0,0,0,-2.6242389999999998,-1.161545,1.085374
31810,1.528913134497187e+18,1,0,0,0,-2.580816,-1.125808,1.423589
31820,1.528913134698759e+18,1,0,0,0,-0.15898800000000002,-1.382379,-2.674936
31830,1.5289131349003308e+18,1,0,0,0,-2.516838,-1.204106,1.440911
31840,1.5289131351019026e+18,1,0,0,0,-2.840817,-1.244334,0.742186
31850,1.5289131353034744e+18,1,0,0,0,-1.8946619999999998,-1.3385799999999999,1.856484
31860,1.5289131355050465e+18,1,0,0,0,0.237405,-1.4725629999999998,-2.252263
31870,1.528913135706618e+18,1,0,0,0,-2.5644549999999997,-1.1691770000000001,1.236093
31880,1.52891313590819e+18,1,0,0,0,-2.678538,-1.176493,0.768455
31890,1.5289131361097618e+18,1,0,0,0,-0.929215,-1.380348,2.693069
31900,1.5289131363113336e+18,1,0,0,0,-3.014663,-1.447893,0.636522
31910,1.5289131365129057e+18,1,0,0,0,-2.5788900000000003,-1.222608,1.034529
31920,1.5289131367144773e+18,1,0,0,0,-2.422625,-1.136444,1.460782
31930,1.5289131369160492e+18,1,0,0,0,0.099098,-1.3555,-2.537204
31940,1.528913137117621e+18,1,0,0,0,-2.415499,-1.198813,1.468964
31950,1.5289131373191928e+18,1,0,0,0,-2.742762,-1.193816,0.704422
31960,1.528913137520765e+18,1,0,0,0,-1.235818,-1.419022,2.313361
31970,1.5289131377223365e+18,1,0,0,0,0.4487310000000001,-1.48862,-2.175024
31980,1.5289131379239084e+18,1,0,0,0,-2.519324,-1.1517600000000001,1.148949
31990,1.5289131381254802e+18,1,0,0,0,-2.4794080000000003,-1.153832,1.109658
32000,1.528913138327052e+18,1,0,0,0,-0.337915,-1.392155,-3.021474
32010,1.528913138528624e+18,1,0,0,0,-2.5120259999999996,-1.434758,1.22196
32020,1.5289131387301957e+18,1,0,0,0,-2.528501,-1.252834,1.1040159999999999
32030,1.5289131389317676e+18,1,0,0,0,-2.274315,-1.184236,1.6536099999999998
32040,1.5289131391333394e+18,1,0,0,0,0.022948,-1.376049,-2.5872040000000003
32050,1.5289131393349112e+18,1,0,0,0,-2.3825790000000002,-1.1524290000000001,1.4698950000000002
32060,1.528913139536483e+18,1,0,0,0,-2.566304,-1.1810200000000002,0.938363
32070,1.528913139738055e+18,1,0,0,0,-1.3247200000000001,-1.402037,2.325703
32080,1.5289131399396268e+18,1,0,0,0,0.42081899999999994,-1.43197,-2.103545
32090,1.5289131401411986e+18,1,0,0,0,-2.673444,-1.17531,1.0857430000000001
32100,1.5289131403427704e+18,1,0,0,0,-2.503264,-1.0797299999999999,1.059941
32110,1.5289131405443425e+18,1,0,0,0,-0.470686,-1.3821379999999999,3.087942
32120,1.528913140745914e+18,1,0,0,0,-2.685325,-1.336333,1.027521
32130,1.528913140947486e+18,1,0,0,0,-2.499486,-1.191985,1.060941
32140,1.5289131411490578e+18,1,0,0,0,-2.0926080000000002,-1.2853510000000001,1.714863
32150,1.5289131413506296e+18,1,0,0,0,0.307236,-1.370644,-2.343302
32160,1.5289131415522017e+18,1,0,0,0,-2.474126,-1.111979,1.290794
32170,1.5289131417537733e+18,1,0,0,0,-1.77123,-1.255535,1.8927304999999999
32180,1.5289131419553452e+18,1,0,0,0,-1.0683340000000001,-1.399091,2.4946669999999997
32190,1.528913142156917e+18,1,0,0,0,1.688604,-1.520333,-0.923934
32200,1.5289131423584888e+18,1,0,0,0,-2.520853,-1.131255,1.113007
32210,1.528913142560061e+18,1,0,0,0,-2.494624,-1.0998809999999999,1.135859
32220,1.5289131427616325e+18,1,0,0,0,-2.5298325,-1.2103009999999998,1.1512795
32230,1.5289131429632044e+18,1,0,0,0,-2.565041,-1.3207209999999998,1.1667
32240,1.5289131431647762e+18,1,0,0,0,-2.4496919999999998,-1.175068,1.074868
32250,1.528913143366348e+18,1,0,0,0,-2.065517,-1.289325,1.698433
32260,1.52891314356792e+18,1,0,0,0,-0.023233,-1.439503,-2.667389
32270,1.5289131437694917e+18,1,0,0,0,-2.426603,-1.091135,1.296761
32280,1.5289131439710636e+18,1,0,0,0,-2.6927,-1.170979,0.748801
32290,1.5289131441726354e+18,1,0,0,0,-1.158349,-1.393026,2.496611
32300,1.5289131443742072e+18,1,0,0,0,0.669244,-1.48679,-1.9531490000000002
32310,1.528913144575779e+18,1,0,0,0,-2.423367,-1.13005,1.249744
32320,1.528913144777351e+18,1,0,0,0,-2.3908150000000004,-1.12366,1.496713
32330,1.5289131449789228e+18,1,0,0,0,-0.145704,-1.390507,-2.7460080000000002
32340,1.5289131451804946e+18,1,0,0,0,-2.5244169999999997,-1.3523479999999999,1.301893
32350,1.5289131453820664e+18,1,0,0,0,-2.641991,-1.25662,0.9239200000000001
32360,1.5289131455836385e+18,1,0,0,0,-2.161546,-1.285295,1.683409
32370,1.52891314578521e+18,1,0,0,0,-0.021036000000000003,-1.410793,-2.575129
32380,1.528913145986782e+18,1,0,0,0,-2.415006,-1.174982,1.457494
32390,1.5289131461883538e+18,1,0,0,0,-2.6956729999999998,-1.175481,0.742133
32400,1.5289131463899256e+18,1,0,0,0,-1.30473,-1.377235,2.359354
32410,1.5289131465914977e+18,1,0,0,0,1.020977,-1.546099,-1.540152
32420,1.5289131467930693e+18,1,0,0,0,-2.561432,-1.151759,1.107322
32430,1.5289131469946412e+18,1,0,0,0,-2.346054,-1.0883770000000001,1.487206
32440,1.528913147196213e+18,1,0,0,0,-0.518965,-1.383032,-3.073029
32450,1.5289131473977848e+18,1,0,0,0,-2.50469,-1.370493,1.410903
32460,1.528913147599357e+18,1,0,0,0,-2.569545,-1.259814,1.139465
32470,1.5289131478009285e+18,1,0,0,0,-2.1165599999999998,-1.264472,1.77027
32480,1.5289131480025004e+18,1,0,0,0,-0.220779,-1.36576,-2.712733
32490,1.5289131482040722e+18,1,0,0,0,-2.529281,-1.16291,1.41615
32500,1.528913148405644e+18,1,0,0,0,-2.772964,-1.196591,0.8667819999999999
32510,1.528913148607216e+18,1,0,0,0,-1.0967850000000001,-1.387224,2.718581
32520,1.5289131488087877e+18,1,0,0,0,0.391185,-1.481092,-2.06664
32530,1.5289131490103596e+18,1,0,0,0,-2.650839,-1.1407450000000001,1.20564
32540,1.5289131492119314e+18,1,0,0,0,-2.576677,-1.118958,1.3559649999999999
32550,1.5289131494135032e+18,1,0,0,0,-0.578558,-1.351647,-2.97232
32560,1.528913149615075e+18,1,0,0,0,-2.503438,-1.268377,1.616758
32570,1.528913149816647e+18,1,0,0,0,-2.750866,-1.219252,1.015728
32580,1.5289131500182188e+18,1,0,0,0,-2.038712,-1.2389059999999998,1.8911950000000002
32590,1.5289131502197906e+18,1,0,0,0,-0.6792819999999999,-1.395965,-3.073919
32600,1.5289131504213624e+18,1,0,0,0,-2.624011,-1.131434,1.333415
32610,1.5289131506229345e+18,1,0,0,0,-2.798356,-1.135999,0.962302
32620,1.528913150824506e+18,1,0,0,0,-0.810078,-1.34066,3.016875
32630,1.528913151026078e+18,1,0,0,0,-0.097445,-1.5427950000000001,-2.458169
32640,1.5289131512276498e+18,1,0,0,0,-2.729441,-1.192142,1.246373
32650,1.5289131514292216e+18,1,0,0,0,-2.67749,-1.117916,1.567596
32660,1.5289131516307937e+18,1,0,0,0,-0.4812270000000001,-1.3705180000000001,-2.723072
32670,1.5289131518323653e+18,1,0,0,0,-2.725911,-1.164824,1.5353569999999999
32680,1.5289131520339372e+18,1,0,0,0,-2.848932,-1.178809,1.0539889999999998
32690,1.528913152235509e+18,1,0,0,0,-2.547073,-1.3277709999999998,1.5265819999999999
32700,1.5289131524370808e+18,1,0,0,0,-0.069814,-1.414402,-2.28037
32710,1.528913152638653e+18,1,0,0,0,-2.836667,-1.163646,1.257241
32720,1.5289131528402245e+18,1,0,0,0,-2.800253,-1.1396620000000002,0.926953
32730,1.5289131530417964e+18,1,0,0,0,-1.409194,-1.3526790000000002,2.524502
32740,1.5289131532433682e+18,1,0,0,0,-2.797275,-1.512189,1.166923
32750,1.52891315344494e+18,1,0,0,0,-2.831689,-1.195834,1.091776
32760,1.528913153646512e+18,1,0,0,0,-2.599022,-1.103967,1.5076450000000001
32770,1.5289131538480837e+18,1,0,0,0,-0.586059,-1.3814629999999999,-2.8922689999999998
32780,1.5289131540496556e+18,1,0,0,0,-2.677069,-1.213565,1.640944
32790,1.5289131542512274e+18,1,0,0,0,-2.917309,-1.210146,0.980662
32800,1.5289131544527992e+18,1,0,0,0,-2.120164,-1.250059,1.904595
32810,1.528913154654371e+18,1,0,0,0,-0.42293000000000003,-1.470269,-2.653062
32820,1.528913154855943e+18,1,0,0,0,-2.9201330000000003,-1.139614,1.105909
32830,1.5289131550575148e+18,1,0,0,0,-2.865173,-1.1016780000000002,1.06987
32840,1.5289131552590866e+18,1,0,0,0,-0.951818,-1.398773,3.055734
32850,1.5289131554606584e+18,1,0,0,0,2.857675,-1.525843,0.635958
32860,1.5289131556622305e+18,1,0,0,0,-2.788913,-1.1197,1.155899
32870,1.528913155863802e+18,1,0,0,0,-2.6715880000000003,-1.065975,1.63206
32880,1.528913156065374e+18,1,0,0,0,-0.674054,-1.3784,-2.931305
32890,1.5289131562669458e+18,1,0,0,0,-2.7111680000000002,-1.179611,1.520524
32900,1.5289131564685176e+18,1,0,0,0,-2.8708419999999997,-1.21636,1.008892
32910,1.5289131566700897e+18,1,0,0,0,-2.226673,-1.289252,1.971177
32920,1.5289131568716613e+18,1,0,0,0,-0.30609899999999995,-1.446372,-2.531689
32930,1.5289131570732332e+18,1,0,0,0,-2.804709,-1.1058649999999999,1.3217290000000002
32940,1.528913157274805e+18,1,0,0,0,-2.975021,-1.240917,0.9964299999999999
32950,1.5289131574763768e+18,1,0,0,0,-1.3269229999999999,-1.385625,2.729639
32960,1.528913157677949e+18,1,0,0,0,-0.48474300000000003,-1.5057209999999999,-2.659654
32970,1.5289131578795205e+18,1,0,0,0,-2.748967,-1.1542620000000001,1.3320969999999999
32980,1.5289131580810924e+18,1,0,0,0,-2.701927,-1.1925620000000001,1.663211
32990,1.5289131582826642e+18,1,0,0,0,-1.092208,-1.3149540000000002,3.086061
33000,1.528913158484236e+18,1,0,0,0,-2.687231,-1.275995,1.829921
33010,1.528913158685808e+18,1,0,0,0,-2.926488,-1.127308,1.553191
33020,1.5289131588873797e+18,1,0,0,0,-2.624535,-1.102303,2.167821
33030,1.5289131590889516e+18,1,0,0,0,-2.8233854999999997,-1.106996,2.193008
33040,1.5289131592905234e+18,1,0,0,0,-3.022236,-1.111689,2.218195
33050,1.5289131594920952e+18,1,0,0,0,2.972717,-1.211912,1.597283
33060,1.528913159693667e+18,1,0,0,0,-2.719447,-1.113709,2.42617
33070,1.528913159895239e+18,1,0,0,0,-2.232847,-1.263298,3.139182
33080,1.5289131600968108e+18,1,0,0,0,0.13918399999999975,-1.2623495,2.3773885
33090,1.5289131602983826e+18,1,0,0,0,2.511215,-1.261401,1.6155950000000001
33100,1.5289131604999544e+18,1,0,0,0,-2.695751,-1.2245979999999999,2.9740029999999997
33110,1.5289131607015265e+18,1,0,0,0,-2.124761,-1.318327,-2.6320740000000002
33120,1.528913160903098e+18,1,0,0,0,2.0774310000000002,-1.224226,1.649574
33130,1.52891316110467e+18,1,0,0,0,2.186332,-1.25017,1.9827259999999998
33140,1.5289131613062418e+18,1,0,0,0,-2.6551560000000003,-1.265841,-3.0631049999999997
33150,1.5289131615078136e+18,1,0,0,0,-2.758607,-1.4806549999999998,-3.109
33160,1.5289131617093857e+18,1,0,0,0,2.000713,-1.2073200000000002,1.633043
33170,1.5289131619109573e+18,1,0,0,0,2.015334,-1.239881,1.9562279999999999
33180,1.5289131621125292e+18,1,0,0,0,-2.2747189999999997,-1.2335049999999999,-2.621563
33190,1.528913162314101e+18,1,0,0,0,1.961834,-1.26201,1.9019409999999999
33200,1.5289131625156728e+18,1,0,0,0,1.9781279999999999,-1.300402,1.632196
33210,1.528913162717245e+18,1,0,0,0,2.3420650000000003,-1.306347,2.2279880000000003
33220,1.5289131629188165e+18,1,0,0,0,-2.310054,-1.2104489999999999,-2.531607
33230,1.5289131631203884e+18,1,0,0,0,1.778327,-1.2296690000000001,1.7213029999999998
33240,1.5289131633219602e+18,1,0,0,0,1.53555,-1.382193,1.1679329999999999
33250,1.528913163523532e+18,1,0,0,0,-3.034079,-1.287568,2.929895
33260,1.528913163725104e+18,1,0,0,0,-2.704224,-1.46454,-2.849095
33270,1.5289131639266757e+18,1,0,0,0,1.634694,-1.2379129999999998,1.367281
33280,1.5289131641282476e+18,1,0,0,0,1.832873,-1.142079,1.6821130000000002
33290,1.5289131643298194e+18,1,0,0,0,-2.736573,-1.263306,-3.030129
33300,1.5289131645313912e+18,1,0,0,0,1.7942360000000002,-1.267498,1.684706
33310,1.528913164732963e+18,1,0,0,0,1.7573729999999999,-1.305315,1.431719
33320,1.528913164934535e+18,1,0,0,0,2.289625,-1.3050389999999998,2.23467
33330,1.5289131651361068e+18,1,0,0,0,-2.57321,-1.270997,-2.655903
33340,1.5289131653376786e+18,1,0,0,0,1.747005,-1.191999,1.715116
33350,1.5289131655392504e+18,1,0,0,0,1.312249,-1.396153,1.170348
33360,1.5289131657408225e+18,1,0,0,0,-2.930926,-1.307975,-3.007643
33370,1.528913165942394e+18,1,0,0,0,-2.194505,-1.317132,-2.261174
33380,1.528913166143966e+18,1,0,0,0,1.527501,-1.304574,1.437357
33390,1.5289131663455378e+18,1,0,0,0,1.6986830000000002,-1.28531,1.652406
33400,1.5289131665471096e+18,1,0,0,0,-2.734616,-1.289272,-2.860255
33410,1.5289131667486817e+18,1,0,0,0,1.577949,-1.395844,1.616344
33420,1.5289131669502533e+18,1,0,0,0,1.550367,-1.330616,1.405897
33430,1.5289131671518252e+18,1,0,0,0,1.854077,-1.381399,1.8804009999999998
33440,1.528913167353397e+18,1,0,0,0,-2.350809,-1.252269,-2.532504
33450,1.5289131675549688e+18,1,0,0,0,1.62115,-1.225064,1.7250880000000002
33460,1.528913167756541e+18,1,0,0,0,0.9186620000000001,-1.41419,0.69824
33470,1.5289131679581125e+18,1,0,0,0,3.118617,-1.331515,2.9803759999999997
33480,1.5289131681596844e+18,1,0,0,0,-2.223609,-1.4177790000000001,-2.360842
33490,1.5289131683612562e+18,1,0,0,0,1.578682,-1.21917,1.448291
33500,1.528913168562828e+18,1,0,0,0,1.726436,-1.278676,1.6274309999999998
33510,1.5289131687644e+18,1,0,0,0,-2.751132,-1.326926,-2.8349900000000003
33520,1.5289131689659717e+18,1,0,0,0,-2.42048,-1.48536,-2.526782
33530,1.5289131691675436e+18,1,0,0,0,1.649877,-1.354757,1.474641
33540,1.5289131693691154e+18,1,0,0,0,1.8092540000000001,-1.222217,1.7287099999999995
33550,1.5289131695706872e+18,1,0,0,0,-2.504458,-1.235024,-2.703297
33560,1.528913169772259e+18,1,0,0,0,1.676922,-1.264285,1.754029
33570,1.528913169973831e+18,1,0,0,0,1.47518,-1.358208,1.229178
33580,1.5289131701754028e+18,1,0,0,0,2.625055,-1.364342,2.507478
33590,1.5289131703769746e+18,1,0,0,0,-2.3649459999999998,-1.2655,-2.469478
33600,1.5289131705785464e+18,1,0,0,0,1.513491,-1.2598719999999999,1.55025
33610,1.5289131707801185e+18,1,0,0,0,1.562391,-1.4055030000000002,1.51135
33620,1.52891317098169e+18,1,0,0,0,-2.8464,-1.321568,-2.8751450000000003
33630,1.528913171183262e+18,1,0,0,0,-2.080318,-1.373843,-2.1338340000000002
33640,1.5289131713848338e+18,1,0,0,0,1.474062,-1.248171,1.433289
33650,1.5289131715864056e+18,1,0,0,0,1.726127,-1.27541,1.915693
33660,1.5289131717879777e+18,1,0,0,0,-2.50944,-1.2521010000000001,-2.584116
33670,1.5289131719895493e+18,1,0,0,0,1.7638509999999998,-1.373517,1.9430439999999998
33680,1.5289131721911212e+18,1,0,0,0,1.245443,-1.346738,1.197812
33690,1.528913172392693e+18,1,0,0,0,1.7108349999999999,-1.4130129999999999,1.884713
33700,1.5289131725942648e+18,1,0,0,0,-2.311655,-1.2086649999999999,-2.375151
33710,1.528913172795837e+18,1,0,0,0,1.676409,-1.2594040000000002,1.776487
33720,1.5289131729974085e+18,1,0,0,0,1.174416,-1.366731,0.961041
33730,1.5289131731989804e+18,1,0,0,0,-3.001527,-1.356843,-3.108241
33740,1.5289131734005522e+18,1,0,0,0,-2.097043,-1.323752,-2.122753
